date,symbol,open,high,low,close,volume,amount,turnover
2021-01-04,300750,184.3,211.58,184.3,207.97,22480807.0,8687099007.0,0.018208421565682077
2021-01-05,300750,203.29,207.82,198.66,206.89,22745201.0,9014539649.0,0.018422568567230416
2021-01-06,300750,209.98,214.09,201.23,209.34,18668114.0,7476239866.0,0.01512031527819315
2021-01-07,300750,206.37,213.58,204.25,212.67,17389487.0,7064219722.0,0.014084686110554133
2021-01-08,300750,215.64,218.72,204.52,208.18,21006685.0,8534719469.0,0.017014450423309544
2021-01-11,300750,210.94,210.94,198.65,200.71,23005038.0,9098694886.0,0.01863302460799275
2021-01-12,300750,198.4,208.12,195.57,206.46,16559671.0,6519876505.0,0.01341257324779311
2021-01-13,300750,205.86,211.26,191.95,198.14,27261967.0,10634079157.0,0.02208094166040005
2021-01-14,300750,193.1,197.63,189.4,189.91,19606569.0,7315308913.0,0.01588042074328709
2021-01-15,300750,189.39,197.61,187.85,195.85,19822928.0,7439894399.0,0.01605566160014465
2021-01-18,300750,193.89,201.64,193.39,197.57,14201178.0,5471186934.0,0.01150230219730501
2021-01-19,300750,197.63,198.65,187.62,188.42,16286661.0,6085692761.0,0.013191447681809342
2021-01-20,300750,192.38,202.45,190.89,201.43,21341613.0,8254525727.0,0.0172857267266091
2021-01-21,300750,199.17,205.34,195.57,201.38,17479166.0,6831720357.0,0.014157321983349482
2021-01-22,300750,201.49,211.15,201.49,209.98,19044156.0,7637563994.0,0.01542489203392982
2021-01-25,300750,209.1,215.3,201.92,204.29,21741425.0,8762929074.0,0.017609556091054003
2021-01-26,300750,204.22,204.22,197.5,198.4,15104374.0,5853513770.0,0.012233849491156064
2021-01-27,300750,201.74,202.36,191.45,200.98,14838511.0,5705898439.0,0.012018512667050197
2021-01-28,300750,195.57,197.12,189.39,190.37,18182027.0,6792412556.0,0.014726607124673673
2021-01-29,300750,193.51,194.02,176.3,182.24,27601326.0,9896345999.0,0.022355806870270334
2021-02-01,300750,181.67,183.68,178.17,180.3,17525081.0,6170654212.0,0.01419451102537045
2021-02-02,300750,181.16,190.41,173.63,189.29,25086475.0,8919403723.0,0.020318893018250826
2021-02-03,300750,195.05,199.46,193.02,196.07,21107294.0,8082621708.0,0.017095939094303507
2021-02-04,300750,198.09,202.67,195.31,199.94,21630174.0,8354708667.0,0.01593972279967655
2021-02-05,300750,203.29,204.31,191.89,192.2,18411695.0,7036248026.0,0.013567959026690711
2021-02-08,300750,192.99,208.33,191.97,207.92,24402658.0,9586610902.0,0.01798282362847887
2021-02-09,300750,211.62,213.58,206.27,211.11,16203746.0,6632109519.0,0.011940875720942776
2021-02-10,300750,213.06,214.4,208.95,212.37,16282957.0,6704613975.0,0.011999247945904313
2021-02-18,300750,217.18,217.18,199.11,204.32,23824929.0,9491493857.0,0.017557083173809652
2021-02-19,300750,200.71,203.8,192.58,199.43,18690354.0,7159858379.0,0.013773308609899568
2021-02-22,300750,199.43,203.7,192.94,192.99,16720351.0,6411239337.0,0.012321572635212948
