date,fold_id,strategy_return,benchmark_return,active_return,strategy_nav,benchmark_nav,portfolio_position,portfolio_turnover,portfolio_transaction_cost,portfolio_boundary_cost_adjustment,trade_event_count,stock_count,strategy_drawdown,benchmark_drawdown
2021-06-28,1,0.009257916483353279,-0.005020808856591175,0.014278725339944454,0.9947152736367245,0.9871128412477306,0.4135738376622327,0.0,0.0,0.0,0,5,-0.000572312866825686,-0.005758823364134802
2021-06-29,1,0.0030316777892944735,-0.006143909369630607,0.00917558715892508,0.997730929838481,0.981048109413506,0.41895312113963495,0.0,0.0,0.0,0,5,0.0,-0.01186735104494041
2021-06-30,1,0.012026174998025718,0.015771737941220554,-0.0037455629431948356,1.0097298166016615,0.9965209431029056,0.2344143896326887,0.18629495412302796,9.314747706151397e-05,0.0,1,5,0.0,0.0
2021-07-01,1,-0.0024074523704066264,0.022342941780340464,-0.02475039415074709,1.0072989401612136,1.018786152517544,0.24360408673052034,0.0,0.0,0.0,0,5,-0.0024074523704066264,0.0
2021-07-02,1,-0.00452486659532314,-0.04131614397202854,0.0367912773767054,1.0027410468353737,0.9766938371634201,0.24177870507676458,0.0,0.0,0.0,0,5,-0.006921425564919148,-0.04131614397202854
2021-07-05,1,-3.5650463358072315e-05,-0.0018635695646708195,0.0018279191013127472,1.0027052986524259,0.9748737002544807,0.23833226016404566,0.0,0.0,0.0,0,5,-0.006956829276248633,-0.04310271802826349
2021-07-06,1,-0.0018538901866599344,0.013392810835232805,-0.015246701021892739,1.0008463931391423,0.9879299993102325,0.2383051053881153,0.0,0.0,0.0,0,5,-0.00879782226538306,-0.030287173742067575
2021-07-07,1,0.012537000983047442,0.006093193467917368,0.006443807515130073,1.013394005353807,0.9939496479287891,0.23689038395959214,0.0,0.0,0.0,0,5,0.0,-0.024378525883357094
2021-07-08,1,0.0075578187319989,-0.01368780270778125,0.02124562143978015,1.0210530535503655,0.9803446612464712,0.24633903225311932,0.0,0.0,0.0,0,5,0.0,-0.037732640138540385
2021-07-09,1,-0.005978144051483114,-0.010930601348240088,0.0049524572967569735,1.0149490513120347,0.9696289045705105,0.25199233856836595,0.0,0.0,0.0,0,5,-0.005978144051483114,-0.04825080103960955
2021-07-12,1,0.009025548492826108,0.007398399638257169,0.0016271488545689383,1.0241095231923993,0.9768026067073288,0.24749374779303115,0.0,0.0,0.0,0,5,0.0,-0.04120938011030939
2021-07-13,1,-0.0012479110011582861,0.00364822210745519,-0.004896133108613476,1.0228315256520166,0.9803661995717382,0.254224778221937,0.0,0.0,0.0,0,5,-0.0012479110011582861,-0.03771149897440729
2021-07-14,1,-0.00524253242854078,-0.019268472672703707,0.014025940244162927,1.017469298209852,0.9614760402460478,0.25329295428494697,0.0,0.0,0.0,0,5,-0.006483901215807553,-0.056253328659675916
2021-07-15,1,0.007527547229222442,0.029218045286565797,-0.021690498057343355,1.0251283464064105,0.9895684907319049,0.2493576876200603,0.0,0.0,0.0,0,5,0.0,-0.028678895677408445
2021-07-16,1,-0.016616464888832727,-0.020178308583110538,0.003561843694277811,1.0080943372318012,0.9696006723617936,0.2549659664946498,0.0,0.0,0.0,0,5,-0.016616464888832727,-0.04827851265371741
2021-07-19,1,-0.0034220008257678236,-0.007372246620615752,0.003950245794847929,1.0046446375773421,0.9624525370816276,0.2423769496800378,0.0,0.0,0.0,0,5,-0.01998160415802963,-0.05529483817257341
2021-07-20,1,0.002081600422898955,-0.009235091477164947,0.011316691900063902,1.0067359062797863,0.9535641998592492,0.23977546067871136,0.0,0.0,0.0,0,5,-0.017941597450796265,-0.06401927676099972
2021-07-21,1,0.012676712167257076,0.007376986362212401,0.005299725805044675,1.0194980075921378,0.9605986299571049,0.2413546571452282,0.0,0.0,0.0,0,5,-0.005492325750243721,-0.05711455973037183
2021-07-22,1,0.0005873302938463887,0.0031877310862524766,-0.002600400792406088,1.0200967896565127,0.9636607600712306,0.250851398338988,0.0,0.0,0.0,0,5,-0.004908221265694124,-0.054108894501649685
2021-07-23,1,-0.004538186708041847,-0.012434633554176622,0.007896446846134775,1.0154673999647774,0.9516779916492055,0.25129113773506756,0.0,0.0,0.0,0,5,-0.009424133549227776,-0.06587070378067661
2021-07-26,1,-0.003273941649192369,-0.04720965862795601,0.04393571697876364,1.0121428189506356,0.9067495985397077,0.24787786706857404,0.0,0.0,0.0,0,5,-0.012667221135085782,-0.10997062896956378
2021-07-27,1,-0.02036158048401948,-0.05780875977709787,0.03744717929307839,0.9915339914812499,0.8543315288197458,0.2454073748449052,0.0,0.0,0.0,0,5,-0.03277087697645442,-0.1614221230740237
2021-07-28,1,0.0139436568729161,0.030645558406275697,-0.016701901533359598,1.0053596012362973,0.8805129955845142,0.22972332431804418,0.0,0.0,0.0,0,5,-0.019284165967522582,-0.135723435768478
2021-07-29,1,0.01453417241147359,0.019584315323667667,-0.005050142912194078,1.019971671016196,0.8977572397366285,0.2403160960071972,0.0,0.0,0.0,0,5,-0.005030272949032466,-0.11879717100771181
2021-07-30,1,-0.0028914774566751733,-0.018282239574748838,0.015390762118073664,1.0170224459230053,0.8813442267997982,0.25119929456186774,0.0,0.0,0.0,0,5,-0.007907205484874558,-0.13490753224129526
2021-08-02,1,0.000729359316639977,0.01882558105052423,-0.018096221733884255,1.0177642207191713,0.8979360439748294,0.2490278755935552,0.0,0.0,0.0,0,5,-0.0071836133622235065,-0.11862166387330575
