date,symbol,open,high,low,close,volume,amount,turnover,asset_return,fast_ma,slow_ma,signal,position,position_change,gross_strategy_return,transaction_cost,strategy_return,strategy_nav,benchmark_nav,strategy_rolling_max,strategy_drawdown,source_position_change,source_transaction_cost,fold_id,test_start,test_end,selected_fast_window,selected_slow_window,selected_ma_param,is_fold_start,is_parameter_switch,boundary_cost_adjustment,stock_strategy_nav,stock_benchmark_nav
2021-06-11,000001,19.58,19.61,18.62,18.82,83466504.0,1965393116.0,0.0043011213043805,-0.034376603386351845,19.44,18.79,1.0,1.0,1.0,-0.034376603386351845,0.0005,-0.034876603386351845,2.009270995925646,2.2979242979242946,2.3374604811424717,-0.1404042925493303,0.0,0.0,1,2021-06-11,2022-06-10,10,40,10/40,True,False,0.0005,0.9651233966136481,0.9656233966136482
2021-06-15,000001,18.81,18.87,18.36,18.7,66062259.0,1524503478.0,0.0034042613022393,-0.006376195536663132,19.360999999999997,18.844500000000004,1.0,1.0,0.0,-0.006376195536663132,0.0,-0.006376195536663132,1.996459491169478,2.28327228327228,2.3374604811424717,-0.14588524286251203,0.0,0.0,1,2021-06-11,2022-06-10,10,40,10/40,False,False,0.0,0.958969581119831,0.9594663930220627
2021-06-16,000001,18.7,18.85,18.53,18.73,37820804.0,878470834.0,0.0019489478777402,0.0016042780748664054,19.307000000000002,18.906,1.0,1.0,0.0,0.0016042780748664054,0.0,0.0016042780748664054,1.99966236735852,2.286935286935284,2.3374604811424717,-0.14451500528421657,0.0,0.0,1,2021-06-11,2022-06-10,10,40,10/40,False,False,0.0,0.9605080349932854,0.9610056439199591
2021-06-17,000001,18.54,19.08,18.54,18.61,45328209.0,1059121804.0,0.0023358127641156,-0.006406833956219993,19.244,18.9665,1.0,1.0,0.0,-0.006406833956219993,0.0,-0.006406833956219993,1.9868508626023522,2.2722832722832695,2.3374604811424717,-0.1499959555973983,0.0,0.0,1,2021-06-11,2022-06-10,10,40,10/40,False,False,0.0,0.9543542194994683,0.9548486403283737
2021-06-18,000001,18.63,18.75,18.03,18.24,69409930.0,1574437730.0,0.0035767704929699,-0.01988178398710372,19.154000000000003,19.0,1.0,1.0,0.0,-0.01988178398710372,0.0,-0.01988178398710372,1.9473487229375015,2.2271062271062245,2.3374604811424717,-0.16689555239637544,0.0,0.0,1,2021-06-11,2022-06-10,10,40,10/40,False,False,0.0,0.9353799550601989,0.9358645459209852
2021-06-21,000001,18.2,18.26,17.73,17.85,71827274.0,1600119860.0,0.0037013389040108,-0.02138157894736825,18.962,19.012999999999998,0.0,1.0,0.0,-0.02138157894736825,0.0,-0.02138157894736825,1.9057113324799566,2.1794871794871775,2.3374604811424717,-0.1847086409142159,0.0,0.0,1,2021-06-11,2022-06-10,10,40,10/40,False,False,0.0,0.9153800547052935,0.9158542842483327
2021-06-22,000001,18.03,18.6,17.92,18.5,75775141.0,1720058047.0,0.0039047768587209,0.0364145658263304,18.855,19.01575,0.0,0.0,-1.0,0.0,0.0005,-0.0005,1.9047584768137167,2.2588522588522566,2.3374604811424717,-0.18511628659375878,-1.0,0.0005,1,2021-06-11,2022-06-10,10,40,10/40,False,False,0.0,0.9149223646779409,0.9492047203694204
2021-06-23,000001,18.4,18.86,18.3,18.64,44790778.0,1035835696.0,0.0023081183500339,0.00756756756756749,18.743000000000002,19.02275,0.0,0.0,0.0,0.0,0.0,0.0,1.9047584768137167,2.2759462759462736,2.3374604811424717,-0.18511628659375878,0.0,0.0,1,2021-06-11,2022-06-10,10,40,10/40,False,False,0.0,0.9149223646779409,0.95638789122627
2021-06-24,000001,18.55,18.62,18.27,18.59,39028349.0,894502109.0,0.0020111740077037,-0.002682403433476477,18.616999999999997,19.02225,0.0,0.0,0.0,-0.0,0.0,-0.0,1.9047584768137167,2.2698412698412676,2.3374604811424717,-0.18511628659375878,0.0,0.0,1,2021-06-11,2022-06-10,10,40,10/40,False,False,0.0,0.9149223646779409,0.9538224730631093
2021-06-25,000001,18.59,19.01,18.57,18.81,55997295.0,1310287390.0,0.0028856025707292,0.011834319526627057,18.549,19.03425,0.0,0.0,0.0,0.0,0.0,0.0,1.9047584768137167,2.296703296703294,2.3374604811424717,-0.18511628659375878,0.0,0.0,1,2021-06-11,2022-06-10,10,40,10/40,False,False,0.0,0.9149223646779409,0.9651103129810158
2021-06-28,000001,18.81,18.84,18.11,18.35,62625737.0,1425702202.0,0.0032271735211676,-0.02445507708665584,18.502,19.03475,0.0,0.0,0.0,-0.0,0.0,-0.0,1.9047584768137167,2.2405372405372384,2.3374604811424717,-0.18511628659375878,0.0,0.0,1,2021-06-11,2022-06-10,10,40,10/40,False,False,0.0,0.9149223646779409,0.9415084658799385
2021-06-29,000001,18.19,18.36,17.72,17.99,104974939.0,2341926371.0,0.0054094747583886,-0.019618528610354402,18.431,19.018,0.0,0.0,0.0,-0.0,0.0,-0.0,1.9047584768137167,2.196581196581194,2.3374604811424717,-0.18511628659375878,0.0,0.0,1,2021-06-11,2022-06-10,10,40,10/40,False,False,0.0,0.9149223646779409,0.9230374551051821
2021-06-30,000001,18.01,18.47,18.0,18.22,40343546.0,913285187.0,0.0020789475643409,0.0127848804891606,18.38,19.00225,0.0,0.0,0.0,0.0,0.0,0.0,1.9047584768137167,2.224664224664222,2.3374604811424717,-0.18511628659375878,0.0,0.0,1,2021-06-11,2022-06-10,10,40,10/40,False,False,0.0,0.9149223646779409,0.9348383786557208
2021-07-01,000001,18.37,18.93,18.14,18.69,66483330.0,1530548799.0,0.0034259595567721,0.025795828759604955,18.387999999999998,19.00425,0.0,0.0,0.0,0.0,0.0,0.0,1.9047584768137167,2.2820512820512797,2.3374604811424717,-0.18511628659375878,0.0,0.0,1,2021-06-11,2022-06-10,10,40,10/40,False,False,0.0,0.9149223646779409,0.9589533093894306
2021-07-02,000001,18.3,18.32,17.53,17.57,107067756.0,2360189794.0,0.0055173199340398,-0.05992509363295884,18.320999999999998,18.974,0.0,0.0,0.0,-0.0,0.0,-0.0,1.9047584768137167,2.145299145299143,2.3374604811424717,-0.18511628659375878,0.0,0.0,1,2021-06-11,2022-06-10,10,40,10/40,False,False,0.0,0.9149223646779409,0.9014879425346332
2021-07-05,000001,17.47,17.84,16.99,17.77,85934129.0,1859394324.0,0.0044282807509858,0.01138303927148554,18.313,18.93775,0.0,0.0,0.0,0.0,0.0,0.0,1.9047584768137167,2.1697191697191673,2.3374604811424717,-0.18511628659375878,0.0,0.0,1,2021-06-11,2022-06-10,10,40,10/40,False,False,0.0,0.9149223646779409,0.9117496151872756
2021-07-06,000001,17.78,18.52,17.6,18.35,79195726.0,1784792786.0,0.0040810433885487,0.032639279684862244,18.298,18.91975,0.0,0.0,0.0,0.0,0.0,0.0,1.9047584768137167,2.2405372405372384,2.3374604811424717,-0.18511628659375878,0.0,0.0,1,2021-06-11,2022-06-10,10,40,10/40,False,False,0.0,0.9149223646779409,0.9415084658799386
