date,symbol,open,high,low,close,volume,amount,turnover,asset_return,fast_ma,slow_ma,signal,position,position_change,gross_strategy_return,transaction_cost,strategy_return,strategy_nav,benchmark_nav,strategy_rolling_max,strategy_drawdown
2021-01-04,000001,15.26,15.26,14.74,14.86,155421643.0,2891682312.0,0.0080090492333202,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
2021-01-05,000001,14.7,14.77,14.22,14.52,182135210.0,3284606914.0,0.0093856288986156,-0.02288021534320317,,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,0.9771197846567968,1.0,0.0
2021-01-06,000001,14.45,15.63,14.38,15.63,193494512.0,3648521909.0,0.0099709862994131,0.07644628099173567,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0518169582772545,1.0,0.0
2021-01-07,000001,15.6,15.97,15.37,15.9,158418530.0,3111274625.0,0.0081634821363986,0.017274472168905985,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0699865410497984,1.0,0.0
2021-01-08,000001,15.9,16.06,15.43,15.86,119547322.0,2348316363.0,0.0061604057782968,-0.002515723270440362,,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,1.0672947510094215,1.0,0.0
2021-01-11,000001,15.98,16.49,15.98,16.29,179045714.0,3652546647.0,0.0092264237512981,0.027112232030264805,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0962314939434727,1.0,0.0
2021-01-12,000001,16.29,16.78,16.13,16.78,128816550.0,2657687441.0,0.0066380593532682,0.030079803560466578,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1292059219380892,1.0,0.0
2021-01-13,000001,16.78,16.79,16.3,16.54,104911973.0,2161849708.0,0.0054062300507385,-0.014302741358760529,,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,1.113055181695828,1.0,0.0
2021-01-14,000001,16.53,16.69,15.94,16.12,113015562.0,2306404547.0,0.0058238169582942,-0.025392986698911657,,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,1.0847913862718712,1.0,0.0
2021-01-15,000001,16.78,17.54,16.64,16.78,248068898.0,5311218075.0,0.0127832647949648,0.04094292803970223,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1292059219380892,1.0,0.0
2021-01-18,000001,16.94,18.2,16.94,18.14,215730178.0,4792909448.0,0.0111168147715112,0.08104886769964237,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2207267833109021,1.0,0.0
2021-01-19,000001,17.99,18.25,17.62,17.85,124208834.0,2790056611.0,0.0064006186494843,-0.015986769570010995,,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,1.20121130551817,1.0,0.0
2021-01-20,000001,17.7,18.36,17.68,17.96,128079316.0,2889249850.0,0.0066000688695202,0.006162464985994376,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2086137281292062,1.0,0.0
2021-01-21,000001,17.98,18.22,17.7,17.76,94477860.0,2114252732.0,0.0048685486628058,-0.011135857461024412,,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,1.195154777927322,1.0,0.0
2021-01-22,000001,17.76,17.76,17.19,17.61,92443442.0,2025834762.0,0.0047637128522414,-0.008445945945946054,,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,1.1850605652759085,1.0,0.0
2021-01-25,000001,17.36,18.06,17.13,17.97,102836527.0,2269032821.0,0.0052992800219379,0.020442930153321992,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2092866756393001,1.0,0.0
2021-01-26,000001,17.82,18.64,17.82,17.88,112672055.0,2558575512.0,0.0058061156625037,-0.005008347245408995,,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,1.2032301480484522,1.0,0.0
2021-01-27,000001,17.83,18.76,17.83,18.44,129415272.0,2976800956.0,0.0066689121603966,0.031319910514541416,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.240915208613728,1.0,0.0
2021-01-28,000001,18.2,18.52,17.94,18.23,85747696.0,1948881147.0,0.0044186736522131,-0.011388286334056419,,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,1.2267833109017496,1.0,0.0
2021-01-29,000001,18.23,18.81,18.15,18.45,124025841.0,2864101419.0,0.0063911888177179,0.012068019747668579,16.9785,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2415881561238222,1.0,0.0
2021-02-01,000001,18.38,19.97,18.14,19.62,147523930.0,3529556987.0,0.0076020713438403,0.06341463414634152,17.2165,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3203230148048453,1.0,0.0
2021-02-02,000001,18.68,19.26,18.31,18.6,241616877.0,5679179942.0,0.0124507850138612,-0.051987767584097844,17.4205,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,1.2516823687752356,1.0,0.0
2021-02-03,000001,18.76,20.12,18.68,19.94,192327159.0,4690176486.0,0.0099108313076809,0.07204301075268815,17.636000000000003,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3418573351278602,1.0,0.0
2021-02-04,000001,19.32,20.17,19.21,19.66,125524750.0,3084553751.0,0.0064684292569871,-0.014042126379137487,17.823999999999998,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,1.3230148048452222,1.0,0.0
2021-02-05,000001,19.66,20.23,19.4,19.92,101557559.0,2517804160.0,0.005233373385757,0.01322482197355046,18.027,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3405114401076719,1.0,0.0
2021-02-08,000001,19.9,19.9,19.26,19.82,108426467.0,2650948251.0,0.005587335815244,-0.005020080321285203,18.2035,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,1.3337819650067297,1.0,0.0
2021-02-09,000001,19.81,19.85,19.32,19.64,94209355.0,2302978158.0,0.0048547123030628,-0.00908173562058523,18.346500000000002,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,1.321668909825034,1.0,0.0
2021-02-10,000001,19.66,19.95,18.68,19.04,191886710.0,4569741960.0,0.0098881344833669,-0.03054989816700615,18.4715,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,1.2812920592193813,1.0,0.0
2021-02-18,000001,19.18,19.62,18.76,19.42,150523081.0,3619387652.0,0.0077566209133437,0.019957983193277462,18.6365,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3068640646029615,1.0,0.0
2021-02-19,000001,19.15,19.33,18.84,19.06,92258314.0,2197558287.0,0.0047541730015627,-0.018537590113285374,18.750500000000002,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,1.2826379542395696,1.0,0.0
2021-02-22,000001,19.02,19.02,17.79,17.88,195684248.0,4445818548.0,0.0100838258183723,-0.06190975865687298,18.7375,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,1.2032301480484526,1.0,0.0
2021-02-23,000001,17.88,18.12,17.44,17.53,187046013.0,4160776611.0,0.0096386880108664,-0.01957494407158822,18.7215,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,1.1796769851951554,1.0,0.0
2021-02-24,000001,17.8,17.8,17.23,17.71,142849985.0,3144209052.0,0.0073612177864061,0.01026811180832854,18.709,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.191790040376851,1.0,0.0
2021-02-25,000001,17.9,18.03,17.33,17.65,159340347.0,3524600794.0,0.0082109843863723,-0.0033879164313947996,18.7035,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,1.1877523553162856,1.0,0.0
2021-02-26,000001,17.26,17.55,16.95,17.09,112497730.0,2424653753.0,0.0057971325023682,-0.031728045325779,18.677500000000002,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,1.1500672947510098,1.0,0.0
2021-03-01,000001,17.21,17.33,16.93,17.14,112538653.0,2408050906.0,0.0057992413098383,0.0029256875365710755,18.636000000000003,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1534320323014808,1.0,0.0
