date,symbol,open,high,low,close,volume,amount,turnover,asset_return,fast_ma,slow_ma,signal,position,position_change,gross_strategy_return,transaction_cost,strategy_return,strategy_nav,benchmark_nav,strategy_rolling_max,strategy_drawdown
2021-01-04,300750,184.3,211.58,184.3,207.97,22480807.0,8687099007.0,0.018208421565682,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
2021-01-05,300750,203.29,207.82,198.66,206.89,22745201.0,9014539649.0,0.0184225685672304,-0.005193056690868891,,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,0.9948069433091311,1.0,0.0
2021-01-06,300750,209.98,214.09,201.23,209.34,18668114.0,7476239866.0,0.0151203152781931,0.011842041664652747,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0065874885800836,1.0,0.0
2021-01-07,300750,206.37,213.58,204.25,212.67,17389487.0,7064219722.0,0.0140846861105541,0.015907136715391124,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0225994133769292,1.0,0.0
2021-01-08,300750,215.64,218.72,204.52,208.18,21006685.0,8534719469.0,0.0170144504233095,-0.021112521747307933,,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,1.0010097610232245,1.0,0.0
2021-01-11,300750,210.94,210.94,198.65,200.71,23005038.0,9098694886.0,0.0186330246079927,-0.03588240945335763,,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,0.9650911189113814,1.0,0.0
2021-01-12,300750,198.4,208.12,195.57,206.46,16559671.0,6519876505.0,0.0134125732477931,0.02864829854018236,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9927393374044333,1.0,0.0
2021-01-13,300750,205.86,211.26,191.95,198.14,27261967.0,10634079157.0,0.0220809416604,-0.04029836287900812,,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,0.9527335673414434,1.0,0.0
2021-01-14,300750,193.1,197.63,189.4,189.91,19606569.0,7315308913.0,0.015880420743287,-0.041536287473503575,,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,0.9131605520026926,1.0,0.0
2021-01-15,300750,189.39,197.61,187.85,195.85,19822928.0,7439894399.0,0.0160556616001446,0.031277973777052326,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9417223638024715,1.0,0.0
2021-01-18,300750,193.89,201.64,193.39,197.57,14201178.0,5471186934.0,0.011502302197305,0.008782231299463872,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9499927874212627,1.0,0.0
