date,symbol,open,high,low,close,volume,amount,turnover,asset_return,fast_ma,slow_ma,signal,position,position_change,gross_strategy_return,transaction_cost,strategy_return,strategy_nav,benchmark_nav,strategy_rolling_max,strategy_drawdown
2021-01-04,600519,1753.04,1757.44,1738.87,1750.43,4351400.0,8686920261.0,0.0034639449296918,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
2021-01-05,600519,1744.3,1805.17,1737.69,1805.17,5211605.0,10592557370.0,0.0041487136818739,0.03127231594522484,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0312723159452248,1.0,0.0
2021-01-06,600519,1809.86,1862.63,1784.64,1840.71,4741020.0,9882593867.0,0.0037741030910896,0.01968789643080715,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.051575898493513,1.0,0.0
2021-01-07,600519,1838.09,1875.78,1818.8,1875.78,3793139.0,7991178754.0,0.0030195395979836,0.019052430855485136,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0716109755888554,1.0,0.0
2021-01-08,600519,1877.53,1885.31,1808.3,1831.95,5386164.0,11345202869.0,0.0042876718937097,-0.023366279627674902,,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,1.0465714138811608,1.0,0.0
2021-01-11,600519,1831.95,1884.98,1804.43,1840.48,5107990.0,10768565415.0,0.0040662306525294,0.004656240617920693,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.051444502208029,1.0,0.0
2021-01-12,600519,1830.2,1894.1,1827.57,1894.1,4105859.0,8800558288.0,0.0032684812853517,0.029133704251064874,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0820769753717658,1.0,0.0
2021-01-13,600519,1896.81,1904.99,1871.39,1896.81,3438993.0,7418330854.0,0.0027376206199374,0.0014307586716646448,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0836251663876877,1.0,0.0
2021-01-14,600519,1889.8,1895.94,1854.84,1870.52,3615220.0,7722089684.0,0.0028779066481409,-0.01386011250467889,,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,1.068605999668653,1.0,0.0
2021-01-15,600519,1853.86,1870.82,1778.48,1824.94,5950939.0,12372103227.0,0.0047372627145183,-0.0243675555460513,,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,1.0425666836148835,1.0,0.0
2021-01-18,600519,1806.58,1833.25,1788.36,1808.28,3914404.0,8076715790.0,0.0031160729623949,-0.009129067257005796,,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,1.0330490222402497,1.0,0.0
2021-01-19,600519,1817.14,1837.47,1759.07,1761.31,4634519.0,9479278513.0,0.0036893226528497,-0.025974959630145844,,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,1.0062156155915976,1.0,0.0
2021-01-20,600519,1760.07,1801.7,1737.72,1788.68,4508242.0,9126453277.0,0.0035887994709113,0.015539569979163392,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.02185177356421,1.0,0.0
2021-01-21,600519,1795.14,1831.97,1789.0,1814.42,3831017.0,7953455967.0,0.003049692492695,0.014390500257172922,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0365567317744784,1.0,0.0
2021-01-22,600519,1813.54,1840.71,1805.74,1823.14,2924761.0,6090260364.0,0.00232826470481,0.004805943497095511,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0415383648589205,1.0,0.0
2021-01-25,600519,1825.81,1910.4,1825.81,1906.45,5595716.0,12029474558.0,0.0044544863874144,0.04569588731529106,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0891323846140661,1.0,0.0
2021-01-26,600519,1915.22,1916.97,1862.72,1877.43,3174746.0,6820173362.0,0.0025272660085855,-0.015222009494085809,,,0.0,0.0,0.0,-0.0,0.0,-0.0,1.0,1.0725536011151544,1.0,0.0
