fast_window,slow_window,ma_param,stock_count,valid_sharpe_count,avg_strategy_annual_return,median_strategy_annual_return,std_strategy_annual_return,avg_excess_annual_return,median_excess_annual_return,std_excess_annual_return,worst_excess_annual_return,avg_strategy_sharpe,median_strategy_sharpe,std_strategy_sharpe,worst_strategy_sharpe,avg_sharpe_diff,avg_strategy_max_drawdown,avg_drawdown_improvement,avg_exposure,avg_trade_count,avg_transaction_cost,return_win_rate,sharpe_win_rate,drawdown_win_rate,local_parameter_count,local_mean,local_std,local_min,local_max,local_range,point_minus_local_mean,is_local_peak,robustness_metric,fast_radius,slow_radius,stability_penalty,robustness_score
5,90,5/90,5,5,-0.053561005909738446,-0.07854564083621185,0.13785756411787184,0.03758347405171427,0.09183074566426097,0.08017495964897134,-0.0660291226142693,-0.3236653904559218,-0.3688336870718021,0.6012901039032539,-0.8542710581702959,-0.1734109323363819,-0.3835262495754992,0.19435804667231799,0.4063708759954494,22.4,0.0112,0.6,0.4,0.8,6,-0.3794018598701053,0.14125778349165377,-0.5856968409269969,-0.12483797092601741,0.4608588700009795,0.055736469414183476,False,avg_strategy_sharpe,5,10,1.0,-0.5206596433617591
35,60,35/60,5,5,-0.09073005339826312,-0.10775396873529763,0.11899150938696935,-0.013073627827340006,0.013902700152912284,0.07436436477423548,-0.11261432304933716,-0.5257612808194589,-0.6645570469247858,0.7349058618631614,-1.55819138118101,-0.4118894223045243,-0.44713574651762655,0.13534877972786646,0.39581958195819583,18.2,0.0091,0.6,0.2,1.0,9,-0.4331834172027463,0.088779252308181,-0.5294898427024466,-0.2316871683830458,0.2978026743194008,-0.09257786361671266,False,avg_strategy_sharpe,5,10,1.0,-0.5219626695109273
40,50,40/50,5,5,-0.09174738824380531,-0.058396224677057185,0.10806414239603698,-0.021589309865009752,0.03158138949179956,0.11683621134722494,-0.18870325696720702,-0.4280943269426675,-0.06819429654615038,0.6715185649679404,-1.5298416417107663,-0.33807509321077284,-0.435456909727386,0.15003826064438747,0.42023939064200216,24.6,0.0123,0.6,0.4,1.0,4,-0.4126999598404317,0.11016774553661858,-0.5257612808194589,-0.2316871683830458,0.2940741124364131,-0.01539436710223585,False,avg_strategy_sharpe,5,10,1.0,-0.5228677053770503
40,60,40/60,5,5,-0.09053381401982048,-0.06100248166377076,0.08937215343302879,-0.012877388448897364,0.00704452126978683,0.07739131812071987,-0.13707089679674012,-0.46525706321655447,-0.3334176697957736,0.555996818506332,-1.4007936414199973,-0.3513852047016198,-0.39905623069154733,0.18342829555394566,0.4041804180418042,19.4,0.0097,0.6,0.0,1.0,6,-0.4319535121437041,0.09481019636070216,-0.5257612808194589,-0.2316871683830458,0.2940741124364131,-0.03330355107285038,False,avg_strategy_sharpe,5,10,1.0,-0.5267637085044062
30,70,30/70,5,5,-0.07338341681600997,-0.04194671988789289,0.12269696077290974,0.007513163493264053,0.015883411676628434,0.048903350912630726,-0.04641819323862062,-0.4321016665739473,-0.2055088840197846,0.7852698028514704,-1.7538055802025299,-0.31645765348726396,-0.4006314849634062,0.18068541132718058,0.39644048943270305,15.6,0.0078,0.6,0.2,1.0,9,-0.4674432369601942,0.07813996766479897,-0.6348888443910592,-0.3714059702517315,0.2634828741393277,0.03534157038624691,False,avg_strategy_sharpe,5,10,1.0,-0.5455832046249931
5,100,5/100,5,5,-0.07294037768871775,-0.09674302924689271,0.09607352554471642,0.02921775047374884,0.017378617212354452,0.07514848931322084,-0.04614601619560943,-0.3875408257458804,-0.4997313578299994,0.5088989676299182,-0.9247332977220518,-0.20548170463027052,-0.4056802071224862,0.16769509789708115,0.3940161104718067,20.4,0.0102,0.6,0.4,1.0,6,-0.46955990670372544,0.09596911976425199,-0.5862440591757327,-0.3236653904559218,0.26257866871981095,0.08201908095784505,False,avg_strategy_sharpe,5,10,1.0,-0.5655290264679774
20,90,20/90,5,5,-0.07434011241503953,-0.04756232314348008,0.10450293223272418,0.01680436754641319,0.009605345608331595,0.052512172702163684,-0.05053516341192976,-0.42709482400050297,-0.2466711454374855,0.7008855430643409,-1.6143531261659405,-0.27684036588096306,-0.39700854298793764,0.1808757532598795,0.4036405005688282,13.4,0.0067,0.8,0.2,1.0,9,-0.4904618863999172,0.08153392409815617,-0.618029184336496,-0.3714059702517315,0.2466232140847645,0.06336706239941425,False,avg_strategy_sharpe,5,10,1.0,-0.5719958104980734
15,90,15/90,5,5,-0.09288497380770822,-0.08957245304711203,0.12259608080132164,-0.0017404938462554976,-0.009748927462620682,0.04120315771132453,-0.04992396379854924,-0.561212691208733,-0.5193325664981798,0.7537259586981919,-1.739971500143292,-0.41095823308919305,-0.4430251528926522,0.13485914335516497,0.4036405005688282,15.2,0.0076,0.4,0.0,1.0,9,-0.5049413531015395,0.07363431365816045,-0.618029184336496,-0.37940702363379686,0.23862216070269915,-0.056271338107193425,False,avg_strategy_sharpe,5,10,1.0,-0.5785756667597
10,90,10/90,5,5,-0.07747921649321854,-0.07199020446757487,0.1286398051703679,0.01366526346823418,0.03831015393365367,0.0665996854526824,-0.08683958633280353,-0.47526310753201856,-0.40319063121392223,0.6846972440612996,-1.3853534636743956,-0.3250086494124786,-0.42445114032719955,0.15343315592061763,0.4072810011376564,16.4,0.0082,0.6,0.4,1.0,9,-0.43887178436303803,0.14570430900383,-0.618029184336496,-0.12483797092601741,0.4931912134104786,-0.03639132316898053,False,avg_strategy_sharpe,5,10,1.0,-0.584576093366868
35,70,35/70,5,5,-0.07553726703177732,-0.044472495891192176,0.10068434358070531,0.005359313277496702,0.02798213845891062,0.0460722051992701,-0.06412354635326811,-0.44880744075102585,-0.20956160157536408,0.7047915434776225,-1.613453664809296,-0.33316342766434265,-0.38844142158851175,0.192875474702075,0.3875417130144605,14.8,0.0073999999999999995,0.6,0.0,1.0,9,-0.5106685264275095,0.09023341900836256,-0.6817678286190486,-0.3858289780245725,0.2959388505944761,0.06186108567648363,False,avg_strategy_sharpe,5,10,1.0,-0.600901945435872
30,80,30/80,5,5,-0.06201046242911292,-0.04354135973707651,0.1047322796451873,0.025134581584470395,-0.006955550942238653,0.055813429300716914,-0.020829556306744212,-0.3858289780245725,-0.171420631987635,0.7387988230860347,-1.6399467838825663,-0.2513701740303069,-0.37541737400863917,0.20406305954291187,0.3934758155230596,13.2,0.0066,0.4,0.2,1.0,9,-0.4834464765683237,0.12010966477062257,-0.7353288404182516,-0.3714059702517315,0.36392287016652014,0.09761749854375118,False,avg_strategy_sharpe,5,10,1.0,-0.6035561413389463
25,90,25/90,5,5,-0.06722096099485912,-0.045877536657106144,0.09354666664170316,0.023923518966593595,0.003993288435304221,0.06081622212318729,-0.050376507890099065,-0.38069197934124915,-0.22150221078252852,0.6330464261265597,-1.4462491232298549,-0.2304375212217092,-0.38037614899127903,0.19750814725653817,0.40136518771331053,12.2,0.0061,0.8,0.2,1.0,9,-0.49136803501850934,0.11657679165662742,-0.7557517202945261,-0.3714059702517315,0.3843457500427946,0.11067605567726019,False,avg_strategy_sharpe,5,10,1.0,-0.6079448266751367
5,110,5/110,5,5,-0.08517985743725727,-0.09381661538019437,0.09787468533059415,0.012177004618103804,0.02088199756304343,0.08648548116826844,-0.09642006453049112,-0.4589492163858019,-0.4716761859539351,0.5691892257907482,-1.039498508438684,-0.3029204043191008,-0.433831728929942,0.12780873819607827,0.389988358556461,23.6,0.011800000000000001,0.6,0.4,0.8,6,-0.5144750588728983,0.09407523613504927,-0.641221941720543,-0.3875408257458804,0.25368111597466264,0.055525842487096466,False,avg_strategy_sharpe,5,10,1.0,-0.6085502950079477
10,100,10/100,5,5,-0.10142559541834686,-0.08879885191961445,0.09586947541744963,0.0007325327441197293,-0.010362985141175618,0.06864039983064765,-0.09029594649683925,-0.5856968409269969,-0.5644144063479662,0.6049785597361714,-1.4174073583379398,-0.403637719811387,-0.4408710322470676,0.13250427277249976,0.3951668584579977,17.2,0.0086,0.4,0.2,1.0,9,-0.5132356735973235,0.10106782656448376,-0.6225197466083301,-0.3236653904559218,0.2988543561524083,-0.07246116732967345,False,avg_strategy_sharpe,5,10,1.0,-0.6143035001618072
5,120,5/120,5,5,-0.08563406985258562,-0.0961861764762707,0.05565804646950833,0.01516349933393617,-0.01870660895390175,0.09363657961434925,-0.07465026882313686,-0.427197469282435,-0.515101742076304,0.39482589313254235,-0.8638522616164658,-0.2696647124771906,-0.41907013440998836,0.1393556105113904,0.3846878680800942,20.4,0.0102,0.4,0.2,0.8,4,-0.5284031716411282,0.08823277345117843,-0.641221941720543,-0.427197469282435,0.21402447243810802,0.10120570235869314,True,avg_strategy_sharpe,5,10,1.0,-0.6166359450923066
15,100,15/100,5,5,-0.10762468546029029,-0.08892032062288069,0.10330727651270796,-0.005466557297823704,-0.0013774367902875673,0.049721055749511155,-0.06011986151019877,-0.618029184336496,-0.5297853255829372,0.7040262694804416,-1.7763391083498785,-0.43597006322088616,-0.4388405674334961,0.13453473758607126,0.40023014959723824,15.2,0.0076,0.4,0.0,1.0,9,-0.5553108745328773,0.06135063462298681,-0.6225197466083301,-0.42709482400050297,0.19542492260782712,-0.0627183098036187,False,avg_strategy_sharpe,5,10,1.0,-0.6166615091558642
40,70,40/70,5,5,-0.0909098256404878,-0.08161865546685776,0.08419953579381799,-0.010013245331213772,-0.021976411514995187,0.08416103878287175,-0.11707409826179627,-0.49211379274947226,-0.4684376673643576,0.58675416363501,-1.4532604090771482,-0.376469779662789,-0.38812925465987436,0.1931876416307124,0.3890989988876529,14.8,0.007400000000000001,0.4,0.2,1.0,6,-0.5414327084244365,0.08707096103254754,-0.6817678286190486,-0.44880744075102585,0.23296038786802276,0.049318915674964214,False,avg_strategy_sharpe,5,10,1.0,-0.628503669456984
