fast_window,slow_window,ma_param,stock_count,valid_sharpe_count,avg_strategy_annual_return,median_strategy_annual_return,std_strategy_annual_return,avg_excess_annual_return,median_excess_annual_return,std_excess_annual_return,worst_excess_annual_return,avg_strategy_sharpe,median_strategy_sharpe,std_strategy_sharpe,worst_strategy_sharpe,avg_sharpe_diff,avg_strategy_max_drawdown,avg_drawdown_improvement,avg_exposure,avg_trade_count,avg_transaction_cost,return_win_rate,sharpe_win_rate,drawdown_win_rate,local_parameter_count,local_mean,local_std,local_min,local_max,local_range,point_minus_local_mean,is_local_peak,robustness_metric,fast_radius,slow_radius,stability_penalty,robustness_score
20,100,20/100,5,5,-0.09126427399888856,-0.08020228567753018,0.08892240749912655,0.01089385416357802,0.022319437050909774,0.04714554087114714,-0.046150357411881116,-0.5435380349917065,-0.44723812310642796,0.6351880240606447,-1.555468680978138,-0.36147891387609665,-0.41219835732633825,0.16117694769322907,0.4,13.4,0.0067,0.6,0.0,1.0,9,-0.5466123725700114,0.0823435765387637,-0.630271688442475,-0.38069197934124915,0.2495797091012259,0.0030743375783048865,False,avg_strategy_sharpe,5,10,1.0,-0.6289559491087751
15,110,15/110,5,5,-0.11035014153953111,-0.08737713662210689,0.08687987847662001,-0.012993279484170039,-0.026588054789823512,0.05515984705412493,-0.07075618530605388,-0.6225197466083301,-0.4885930369992684,0.6113696148755442,-1.6372305853228148,-0.46649093454162893,-0.4443219116139838,0.11731855551203643,0.3874272409778813,14.2,0.0071,0.4,0.0,1.0,9,-0.6029256111913323,0.04377867853870798,-0.6941548006628053,-0.5435380349917065,0.15061676567109883,-0.019594135416997838,False,avg_strategy_sharpe,5,10,1.0,-0.6467042897300402
10,110,10/110,5,5,-0.10785789946952333,-0.07686561124221414,0.07889494880525863,-0.010501037414162261,-0.014148531098280959,0.08348720218021909,-0.10638949213419291,-0.5862440591757327,-0.4891141904757023,0.5391893547111183,-1.343288883345282,-0.43021524710903175,-0.45029043319478346,0.11135003393123684,0.3862630966239814,16.0,0.008,0.4,0.2,0.8,9,-0.5579504538716691,0.1004278799540383,-0.6941548006628053,-0.3875408257458804,0.30661397491692494,-0.028293605304063663,False,avg_strategy_sharpe,5,10,1.0,-0.6583783338257074
15,120,15/120,5,5,-0.1216621274784017,-0.10607203640110718,0.08141647300691039,-0.02086455829187992,-0.05062856356767609,0.07674212741179441,-0.10233509235483884,-0.6941548006628053,-0.7147112069329336,0.5860387165107455,-1.5666603300402857,-0.5366220438575608,-0.4565912181177566,0.10183452680362212,0.37997644287396937,15.0,0.0075000000000000015,0.4,0.2,0.8,6,-0.6131777400777985,0.045765133594787656,-0.6941548006628053,-0.5567265102840009,0.13742829037880444,-0.08097706058500687,False,avg_strategy_sharpe,5,10,1.0,-0.6589428736725861
20,110,20/110,5,5,-0.10339319577639243,-0.08230830265629163,0.06181951963110667,-0.006036333721031362,-0.03914302943278991,0.08235392551103274,-0.10184467770950045,-0.5781993820153787,-0.4693378292915002,0.4930328619334108,-1.3451555758437233,-0.42217056994867763,-0.4174246540507001,0.1442158130753202,0.38649592549476136,13.0,0.006500000000000001,0.4,0.2,0.8,9,-0.6088749219910855,0.05095509772017874,-0.6941548006628053,-0.5435380349917065,0.15061676567109883,0.030675539975706823,False,avg_strategy_sharpe,5,10,1.0,-0.6598300197112642
10,120,10/120,5,5,-0.11882566650799284,-0.1305029600379587,0.06712031086375606,-0.018028097321471058,-0.07241200967350625,0.08962331583452603,-0.09552310865167324,-0.641221941720543,-0.7889110723353705,0.4847343215597462,-1.2392080221988067,-0.48368918491529855,-0.45256539179595545,0.1058603531254233,0.3823321554770318,16.0,0.008,0.4,0.2,0.8,6,-0.571714538972608,0.09679563885639877,-0.6941548006628053,-0.427197469282435,0.2669573313803703,-0.06950740274793499,False,avg_strategy_sharpe,5,10,1.0,-0.6685101778290068
20,120,20/120,5,5,-0.101221159328575,-0.0959418923206673,0.0541063917256984,-0.00042359014205322064,-0.040498419487236204,0.0828040838937095,-0.08746470939135398,-0.5567265102840009,-0.5069394159032178,0.4232450310937384,-1.2269773505260855,-0.39919375347875635,-0.40728045624907727,0.15114528867230145,0.37809187279151946,13.4,0.0067,0.4,0.2,0.8,6,-0.6267255427343892,0.04917699692646465,-0.6941548006628053,-0.5567265102840009,0.13742829037880444,0.0699990324503883,True,avg_strategy_sharpe,5,10,1.0,-0.6759025396608538
25,100,25/100,5,5,-0.0933711786668319,-0.0642430674178216,0.09484810525720047,0.008786949495634699,0.014192799360617236,0.06414479244651845,-0.0720035194159161,-0.5579538221852309,-0.3720440931122061,0.7323563233372853,-1.8184712386518884,-0.3758947010696211,-0.40239879763466996,0.17097650738489745,0.3933256616800921,11.0,0.0055,0.6,0.2,1.0,9,-0.569015273207535,0.11310767496287695,-0.7557517202945261,-0.38069197934124915,0.37505974095327693,0.011061451022304047,False,avg_strategy_sharpe,5,10,1.0,-0.682122948170412
25,120,25/120,5,5,-0.11525703259264934,-0.10610087017781344,0.08182065800644052,-0.01445946340612756,-0.06311143247853745,0.09987039411179748,-0.09253236528309916,-0.678481128393345,-0.5945013412241894,0.6725167597846048,-1.6125226073696324,-0.5209483715881005,-0.44122980390597705,0.11719594101540168,0.38162544169611307,11.4,0.0057,0.4,0.2,0.8,6,-0.6345743876327957,0.053207894196474294,-0.7076264683018048,-0.5567265102840009,0.15089995801780387,-0.043906740760549234,False,avg_strategy_sharpe,5,10,1.0,-0.68778228182927
25,110,25/110,5,5,-0.10569554571080667,-0.08715220636117826,0.07970514202132879,-0.00833868365544559,-0.04398693313767654,0.08126346313222492,-0.09332948096444316,-0.630271688442475,-0.5111753047845071,0.6657333229034628,-1.7155779722185538,-0.4742428763757739,-0.4257494407790988,0.13589102634692146,0.38649592549476136,11.0,0.0055,0.4,0.2,0.8,9,-0.6294099892520264,0.0711717136664174,-0.7557517202945261,-0.5435380349917065,0.2122136853028196,-0.0008616991904486504,False,avg_strategy_sharpe,5,10,1.0,-0.7005817029184438
35,80,35/80,5,5,-0.10672958175647555,-0.07678499315110687,0.09477105209013395,-0.01958453774289224,-0.03363545421605929,0.0851871105376535,-0.1227114199563033,-0.6348888443910592,-0.45981004617021193,0.7858885447394239,-1.9895271681449687,-0.5004300403967935,-0.4207558962913792,0.15872453726017186,0.39325084364454443,12.6,0.0063,0.4,0.2,1.0,9,-0.5709458923478585,0.13580826151223513,-0.7876661003084091,-0.3858289780245725,0.4018371222838366,-0.06394295204320066,False,avg_strategy_sharpe,5,10,1.0,-0.7067541538600937
30,90,30/90,5,5,-0.08713178405257657,-0.05994031182363024,0.10495199029155852,0.00401269590887614,-0.007919466458282898,0.05975484546108734,-0.068276214548318,-0.5400095392949406,-0.3197712292226423,0.7980914916570452,-1.9067970786092734,-0.38975508117540064,-0.4107493091564615,0.16713498709135566,0.39726962457337883,11.8,0.005900000000000001,0.4,0.2,1.0,9,-0.5794465456755863,0.16854426226283054,-0.8531592168787159,-0.3714059702517315,0.4817532466269844,0.039437006380645734,False,avg_strategy_sharpe,5,10,1.0,-0.7479908079384168
40,80,40/80,5,5,-0.12134040529534151,-0.11064124855041602,0.050288267435641035,-0.034195361281758194,-0.06749170961536843,0.09928698353454576,-0.1500869673066445,-0.6817678286190486,-0.6976261097583988,0.43236554588056403,-1.30232726974782,-0.5473090246247831,-0.45585089584918254,0.12362953770236848,0.38965129358830153,12.6,0.0063,0.4,0.0,1.0,6,-0.6300954745395444,0.12281413305922105,-0.7876661003084091,-0.44880744075102585,0.33885865955738326,-0.05167235407950421,False,avg_strategy_sharpe,5,10,1.0,-0.7529096075987655
30,100,30/100,5,5,-0.11687208193259262,-0.10032523757954692,0.09894002284954766,-0.01471395377012603,-0.021889370801108088,0.07453171408565364,-0.0871898745608709,-0.7557517202945261,-0.6488206204615721,0.8654286305904213,-2.2095402913936812,-0.5736925991789162,-0.4533563548645091,0.1200189501550583,0.3949367088607595,11.0,0.0055,0.2,0.2,1.0,9,-0.6627800128051291,0.14097331931440318,-0.8531592168787159,-0.38069197934124915,0.4724672375374667,-0.09297170748939698,False,avg_strategy_sharpe,5,10,1.0,-0.8037533321195323
30,120,30/120,5,5,-0.11357789358446087,-0.12212860154090555,0.08630647549740875,-0.01278032439793908,-0.041966232970700235,0.10279972618557129,-0.1277595238667002,-0.6561411483597697,-0.4305573396871578,0.6888845450442598,-1.7431038707368742,-0.4986083915545252,-0.42844452090010804,0.1299812240212707,0.3792697290930506,10.6,0.0053,0.4,0.2,0.8,6,-0.724114963403629,0.08454347224080291,-0.8679425068354114,-0.630271688442475,0.23767081839293636,0.06797381504385935,False,avg_strategy_sharpe,5,10,1.0,-0.808658435644432
40,90,40/90,5,5,-0.13162944622497746,-0.10442794905102748,0.06784095303182958,-0.040484966263524734,-0.04822806002374469,0.08741630684229844,-0.1727321890798259,-0.7876661003084091,-0.6482706857199025,0.6469157598271458,-1.8900633198569377,-0.6374116421888691,-0.4847265593030765,0.09315773694474065,0.3945392491467577,11.4,0.0057,0.4,0.0,0.8,6,-0.7476839957239162,0.07305719501293134,-0.8531592168787159,-0.6348888443910592,0.21827037248765668,-0.03998210458449292,False,avg_strategy_sharpe,5,10,1.0,-0.8207411907368476
30,110,30/110,5,5,-0.11223476079446322,-0.09038012793278571,0.08867039883877645,-0.014877898739102146,-0.027663047788852535,0.08507383832255996,-0.09992849121213387,-0.7076264683018048,-0.574029715124448,0.8099340205495424,-2.0770587691523006,-0.5515976562351036,-0.4438084788606914,0.1178319882653289,0.38649592549476136,10.2,0.0051,0.4,0.2,0.8,9,-0.7235060599755829,0.09896412588702305,-0.8679425068354114,-0.5579538221852309,0.3099886846501805,0.01587959167377817,False,avg_strategy_sharpe,5,10,1.0,-0.822470185862606
35,90,35/90,5,5,-0.12124685889190193,-0.10669861423222327,0.08700588528252708,-0.030102378930449203,-0.05072286973314144,0.08821312995283691,-0.14276385467033037,-0.7353288404182516,-0.5927398567691121,0.7453391040739157,-1.9956031624254165,-0.5850743822987117,-0.47662165940279255,0.10126263684502468,0.39476678043230945,10.6,0.005300000000000001,0.4,0.2,1.0,9,-0.6852993568841708,0.13789301644449892,-0.8531592168787159,-0.3858289780245725,0.4673302388541434,-0.050029483534080876,False,avg_strategy_sharpe,5,10,1.0,-0.8231923733286697
35,100,35/100,5,5,-0.13002539148441145,-0.08808943700655514,0.08020783942113185,-0.02786726332194487,-0.03489496753786281,0.07254752261560417,-0.12645141875342514,-0.8531592168787159,-0.5542966875070915,0.8184734697046661,-2.235062228921791,-0.671100095763106,-0.4751978719814268,0.09817743303814053,0.39171461449942463,10.2,0.0051,0.4,0.0,0.8,9,-0.771375740759517,0.10814884556462262,-0.9653197975220239,-0.5400095392949406,0.42531025822708335,-0.0817834761191989,False,avg_strategy_sharpe,5,10,1.0,-0.8795245863241397
40,100,40/100,5,5,-0.1248577398219561,-0.10857518795396104,0.07303468486418983,-0.022699611659489506,-0.030139321175522205,0.0686204850053437,-0.11132948193698444,-0.7932931437280131,-0.6699836834551659,0.695840090908208,-1.9529120130354156,-0.6112340226124031,-0.4649601736115721,0.10841513140799526,0.392174913693901,10.6,0.005300000000000001,0.4,0.0,1.0,6,-0.8231656564907301,0.07226569496130608,-0.9653197975220239,-0.7353288404182516,0.22999095710377226,0.029872512762717074,False,avg_strategy_sharpe,5,10,1.0,-0.8954313514520362
35,110,35/110,5,5,-0.12433989983291857,-0.10274504199879986,0.07346374800526886,-0.026983037777557506,-0.04002796185486668,0.08206579308382957,-0.13019978110808483,-0.804226840088968,-0.6268907969190853,0.802020434067768,-2.2019018799807264,-0.648198028022267,-0.45725964969950095,0.10438081742651932,0.3860302677532014,10.2,0.0051,0.4,0.2,0.8,9,-0.8095993973676321,0.08948642811569346,-0.9653197975220239,-0.6561411483597697,0.30917864916225424,0.005372557278664036,False,avg_strategy_sharpe,5,10,1.0,-0.8990858254833256
40,110,40/110,5,5,-0.15268837737876098,-0.14795085393135488,0.06210488672763143,-0.0553315153233999,-0.04965618627606738,0.09634834292591729,-0.17615323852302855,-0.9653197975220239,-0.6176784610874002,0.6456841520147526,-1.9626110128653333,-0.8092909854553229,-0.5020584810033488,0.05958198612267136,0.3820721769499418,10.2,0.0051,0.4,0.0,0.6,6,-0.8611458732254312,0.05668725243974115,-0.9653197975220239,-0.7932931437280131,0.17202665379401083,-0.10417392429659267,False,avg_strategy_sharpe,5,10,1.0,-0.9178331256651724
35,120,35/120,5,5,-0.1407646321286619,-0.15939876959216293,0.09842672619878937,-0.0399670629421401,-0.034647093600931655,0.12470058597572288,-0.2060175758661167,-0.8679425068354114,-0.7265030889902885,0.8120361928776875,-2.126810431598444,-0.7104097500301669,-0.4621465842267055,0.09627916069467328,0.3787985865724382,9.8,0.0049,0.4,0.2,0.6,6,-0.8140317492345721,0.10558534366721632,-0.9653197975220239,-0.6561411483597697,0.30917864916225424,-0.0539107576008393,False,avg_strategy_sharpe,5,10,1.0,-0.9196170929017884
40,120,40/120,5,5,-0.14026386917972553,-0.16531686764293252,0.0713223066957588,-0.039466299993203745,-0.027530925617637814,0.09130489677112291,-0.15324395690096748,-0.8829337342994554,-0.5244550375812598,0.6684905700674405,-1.9381173046950981,-0.725400977494211,-0.4601875642463771,0.0982381806750017,0.3762073027090695,9.8,0.0049,0.4,0.0,0.6,4,-0.8801057196864647,0.057391168405616755,-0.9653197975220239,-0.804226840088968,0.16109295743305585,-0.002828014612990759,False,avg_strategy_sharpe,5,10,1.0,-0.9374968880920814
