period,symbol,start_date,end_date,trade_days,strategy_cumulative_return,strategy_annual_return,strategy_annual_volatility,strategy_sharpe,strategy_max_drawdown,strategy_calmar,benchmark_cumulative_return,benchmark_annual_return,benchmark_annual_volatility,benchmark_sharpe,benchmark_max_drawdown,benchmark_calmar,excess_annual_return,sharpe_diff,drawdown_improvement,exposure,buy_count,sell_count,total_trade_count,total_transaction_cost,fast_window,slow_window,ma_param
in_sample,000002,2021-05-07,2024-12-31,889,-0.5696387077151719,-0.21258318011688337,0.19163321264545113,-1.150585763390181,-0.5696387077151719,-0.37318949228284926,-0.6928934010152277,-0.2844093777926022,0.39254719941562677,-0.6580487746993705,-0.7376634331505686,-0.3855543937943171,0.07182619767571885,-0.49253698869081053,0.1680247254353967,0.25871766029246346,10,10,20,0.01,10,80,10/80
in_sample,300750,2021-05-07,2024-12-31,889,0.5329490743632388,0.1287312184732312,0.31940380994982626,0.5368219070353022,-0.38937903302635524,0.33060644655850796,0.2883671507362231,0.07446516476339116,0.43939904182882394,0.38074004949323886,-0.6287827461607955,0.11842749378550622,0.054266053709840056,0.15608185754206333,0.2394037131344403,0.5084364454443194,9,8,17,0.0085,10,80,10/80
in_sample,600036,2021-05-07,2024-12-31,889,-0.30887840485908413,-0.09942606029361678,0.18240251378912903,-0.4833840983628575,-0.41615384576828995,-0.23891659612098395,-0.12320916905443957,-0.03658580879483786,0.29263362808564797,0.018306938419338146,-0.5093099671412923,-0.07183407189179995,-0.06284025149877892,-0.5016910367821956,0.09315612137300233,0.46569178852643417,13,12,25,0.0125,10,80,10/80
in_sample,600519,2021-05-07,2024-12-31,889,-0.22915032903357724,-0.07111935736626684,0.15811560965897933,-0.3873096354652547,-0.2686441918057544,-0.26473439417476907,-0.1441017517704073,-0.04314953893504758,0.2837795414999579,-0.014533386911063652,-0.3985079875414448,-0.10827772663041048,-0.027969818431219262,-0.37277624855419106,0.1298637957356904,0.453318335208099,10,9,19,0.009500000000000001,10,80,10/80
in_sample,000001,2021-05-21,2024-12-31,879,-0.21569030799252797,-0.06728125263178131,0.1568872004365851,-0.36546635395419286,-0.2973786342888721,-0.22624776925441334,-0.43929129755080776,-0.152839610527034,0.29123793914812957,-0.4247622659476757,-0.6231380337636541,-0.245274084144579,0.08555835789525268,0.05929591199348283,0.32575939947478194,0.3435722411831627,6,5,11,0.0055,10,90,10/90
in_sample,000002,2021-05-21,2024-12-31,879,-0.6052685230268386,-0.23393788409590266,0.18042273039180703,-1.3853534636743956,-0.6272274388397872,-0.3729713810490001,-0.6821366024518374,-0.28005781165673393,0.3943277412759594,-0.6379749540427198,-0.7296827466318981,-0.38380763825023567,0.046119927560831275,-0.7473785096316758,0.10245530779211098,0.25369738339021614,9,9,18,0.009000000000000001,10,90,10/90
in_sample,300750,2021-05-21,2024-12-31,879,0.47903993315452165,0.11874585400241289,0.3224694472966446,0.5071410890949501,-0.4333770584206179,0.274001246016957,0.30977366255143624,0.08043570006875922,0.4401148061147969,0.39339769946592723,-0.6287827461607961,0.1279228804541493,0.03831015393365367,0.11374338962902292,0.1954056877401782,0.5096700796359499,7,6,13,0.006500000000000001,10,90,10/90
in_sample,600036,2021-05-21,2024-12-31,879,-0.39197354317136945,-0.13293259527324675,0.1746356432008873,-0.7294461779125321,-0.46835752597222013,-0.2838271788145269,-0.1517671517671486,-0.046093008940443214,0.2932726996595956,-0.01490819884433486,-0.5093099671412914,-0.09050089712392417,-0.08683958633280353,-0.7145379790681973,0.04095244116907126,0.4550625711035267,12,11,23,0.0115,10,90,10/90
in_sample,600519,2021-05-21,2024-12-31,879,-0.2294155508344744,-0.07199020446757487,0.15537528967698563,-0.40319063121392223,-0.2959150441145004,-0.24327997477451402,-0.18562396449212626,-0.05716766875181167,0.2833754017794498,-0.06702457122889664,-0.39850798754144623,-0.14345426074017156,-0.014822535715763197,-0.3361660599850256,0.1025929434269458,0.47440273037542663,9,8,17,0.0085,10,90,10/90
in_sample,000001,2021-06-04,2024-12-31,869,-0.20858689457861812,-0.0655886435096169,0.15491467719054486,-0.3603347513057198,-0.27919359825121537,-0.23492173144529252,-0.43782654127481624,-0.15381508990018777,0.2912892749384239,-0.4285674294964727,-0.6176322418136012,-0.24903992940609554,0.08822644639057087,0.0682326781907529,0.33843864356238584,0.33601841196777904,6,5,11,0.0055,10,100,10/100
