baseline_name,candidate_name,stock_count,avg_annual_return_diff,annual_return_win_rate,avg_sharpe_diff,sharpe_win_rate,avg_drawdown_diff,drawdown_win_rate,avg_excess_return_diff,avg_exposure_diff,avg_trade_count_diff,avg_turnover_diff,avg_transaction_cost_diff,avg_partial_position_rate_diff
v2_full,v2_no_recent_exit,5,0.0013030073275586362,0.8,0.005089293786928645,0.8,-0.0002893655714040655,0.6,0.0013030073275586362,0.008257526003258787,32.6,7.5600000000000005,0.0037799999999999978,0.027525086677529287
v2_full,v2_no_rebound_score,5,0.000605437399861497,0.8,0.007876224302018868,0.8,0.006288978842168946,0.8,0.000605437399861497,0.008272138278024066,13.6,2.4600000000000035,0.0012299999999999978,0.02757379426008031
v2_full,v2_no_fast_ma_slope,5,0.0012345263737092882,0.6,0.0029536199209044462,0.6,0.001407175587182219,0.6,0.0012345263737092882,0.002832713315350166,14.6,4.320000000000003,0.002159999999999998,0.009442377717833869
