candidate_name,extra_exposure_days,extra_exposure_stock_count,avg_position_increment,extra_exposure_avg_asset_return,extra_exposure_positive_rate,incremental_gross_return_sum,incremental_cost_sum,incremental_net_return_sum,incremental_log_return_sum,incremental_stock_win_rate
v2_no_recent_exit,230,5,0.2999999999999999,0.0008509782728797896,0.45217391304347826,0.058717500828705485,0.018899999999999993,0.039817500828705485,0.03513862938857986,0.8
v2_no_rebound_score,232,5,0.3,0.0007387507023126125,0.5043103448275862,0.05141704888095782,0.006149999999999998,0.04526704888095781,0.04159745110828221,0.8
v2_no_fast_ma_slope,79,5,0.30000000000000004,0.001524020069183157,0.5443037974683544,0.036119275639640826,0.0108,0.02531927563964081,0.023907312152070714,0.6
