strategy_name,observation_count,stock_count,active_return_sum,active_log_return_sum,missed_upside_loss,avoided_downside_benefit,transaction_cost_loss,net_timing_benefit,benefit_cost_ratio
binary_10_40,8350,5,-2.8560184599735434,-1.8892152069733312,33.95567849048132,31.227160030507775,0.1275,-2.728518459973543,0.9162044566714586
v2_full,8350,5,-2.7645060088036164,-1.8007907873551117,33.5897483547261,30.968942345922475,0.1437,-2.6208060088036227,0.9180485202777583
v2_no_fast_ma_slope,8350,5,-2.739186733163975,-1.7768834752030407,33.40315985166283,30.818473118498847,0.1545,-2.5846867331639807,0.9183737261396596
v2_no_rebound_score,8350,5,-2.7192389599226585,-1.759193336246829,33.08251149309116,30.513122533168506,0.14984999999999998,-2.569388959922655,0.9181749704880897
v2_no_recent_exit,8350,5,-2.724688507974911,-1.7656521579665314,33.02829636060876,30.46620785263385,0.1626,-2.562088507974913,0.917908559070776
