metric,value
v1部分仓位比例,0.18308733352876966
v2部分仓位比例,0.01706409175508646
v2年化收益相对二元改善,0.0019631350127279567
v2夏普相对二元改善,0.013828282178288426
v2夏普改善胜率,0.6
v2回撤相对二元变化,0.01112175546269747
v2错过上涨损失,33.5897483547261
v2规避下跌收益,30.968942345922475
v2规避下跌保留率,0.9917309904476413
v2 benefit_cost_ratio,0.9180485202777583
v2主动对数收益,-1.8007907873551117
v2增量股票胜率,0.6
v2相对v1换手变化,-31.020000000000003
v2相对v1成本变化,-0.015509999999999996
