symbol,strategy_annual_return_binary,strategy_sharpe_binary,strategy_max_drawdown_binary,strategy_calmar_binary,excess_annual_return_binary,exposure_binary,total_trade_count_binary,total_transaction_cost_binary,total_turnover_binary,partial_position_rate_binary,strategy_annual_return_v2,strategy_sharpe_v2,strategy_max_drawdown_v2,strategy_calmar_v2,excess_annual_return_v2,exposure_v2,total_trade_count_v2,total_transaction_cost_v2,total_turnover_v2,partial_position_rate_v2,baseline_name,candidate_name,strategy_annual_return_diff,strategy_sharpe_diff,strategy_max_drawdown_diff,strategy_calmar_diff,excess_annual_return_diff,exposure_diff,total_trade_count_diff,total_transaction_cost_diff,total_turnover_diff,partial_position_rate_diff
300750,0.3979124441879065,1.0879170469449884,-0.3350343251948896,1.1876766476283904,0.022853695561200205,0.5611325611325612,41,0.0205,41.0,0.0,0.39034164169888275,1.0729621168463759,-0.3368933946249253,1.1586503265623929,0.015282893072176451,0.5651866151866152,56,0.0223,44.599999999999994,0.013513513513513514,binary,v2,-0.0075708024890237535,-0.014954930098612484,-0.0018590694300356647,-0.029026321065997562,-0.0075708024890237535,0.004054054054054013,15,0.0017999999999999995,3.5999999999999943,0.013513513513513514
600519,0.03764137605364293,0.2808945101092456,-0.42331517363965787,0.08892045076013437,-0.10813777691635162,0.5226603884638023,48,0.024,48.0,0.0,0.03527238688826961,0.2699812646060141,-0.43253570380964623,0.08154791980777745,-0.11050676608172494,0.5268981753972926,77,0.0279,55.8,0.014125956444967627,binary,v2,-0.002368989165373314,-0.010913245503231472,-0.009220530169988361,-0.007372530952356918,-0.002368989165373314,0.004237786933490306,29,0.0039000000000000007,7.799999999999997,0.014125956444967627
600036,-0.02592350951699507,-0.024098868626557683,-0.362151189065964,-0.07158200856348212,-0.114558977888367,0.51854031783402,58,0.029,58.0,0.0,-0.017017542672722707,0.020586568835887525,-0.3218358169233998,-0.05287647234357715,-0.10565301104409464,0.5257798705120659,91,0.0332,66.39999999999999,0.02413184226015303,binary,v2,0.008905966844272362,0.04468543746244521,0.0403153721425642,0.018705536219904978,0.008905966844272362,0.00723955267804588,33,0.004199999999999999,8.399999999999991,0.02413184226015303
000001,-0.04161927597116444,-0.06572426113457795,-0.5162450985180066,-0.08061921767517326,-0.04987177436525925,0.4714537963507946,50,0.025,50.0,0.0,-0.030817561203936084,-0.01705211650918528,-0.4899341577284295,-0.06290143423928865,-0.03907005959803089,0.4762213066509711,71,0.0274,54.8,0.015891701000588582,binary,v2,0.010801714767228354,0.04867214462539267,0.026310940789577075,0.017717783435884607,0.010801714767228354,0.004767510300176525,21,0.0023999999999999994,4.799999999999997,0.015891701000588582
000002,-0.18801164114137958,-0.7106011007186211,-0.8436021927896217,-0.222867653437058,-0.028280604403108645,0.39846968805179517,58,0.029,58.0,0.0,-0.18796385603484345,-0.7089490963131729,-0.8435401288082516,-0.22282740277027205,-0.02823281929657251,0.403766921718658,87,0.0329,65.8,0.017657445556209534,binary,v2,4.778510653613566e-05,0.0016520044054482153,6.206398137009739e-05,4.025066678595146e-05,4.778510653613566e-05,0.005297233666862855,29,0.0038999999999999972,7.799999999999997,0.017657445556209534
