incremental_state,observation_count,stock_count,average_position_increment,average_asset_return,incremental_gross_return_sum,incremental_transaction_cost_sum,incremental_net_return_sum,incremental_log_return_sum,positive_incremental_day_rate,version
added_exposure_up,699,5,0.3,0.017010837438458104,3.5671726108446644,0.029549999999999996,3.5376226108446645,3.5191781475097192,0.9971387696709585,v1
added_exposure_flat,35,5,0.3,0.0,0.0,0.0018,-0.0018,-0.0018001350135015185,0.0,v1
same_exposure,6818,5,0.0,0.0005616261896024569,0.0,0.03194999999999999,-0.03194999999999999,-0.03195248630561191,0.015693751833382223,v1
added_exposure_down,798,5,0.3,-0.01418030331692975,-3.394764614072982,0.030449999999999998,-3.4252146140729822,-3.4374051883333,0.0,v1
added_exposure_up,69,5,0.3,0.017677784336001125,0.36593013575522326,0.00465,0.3612801357552233,0.3590582383325196,1.0,v2
added_exposure_flat,4,3,0.3,0.0,0.0,0.0006,-0.0006,-0.0006000450045005062,0.0,v2
same_exposure,8207,5,0.0,0.0004928499061023601,0.0,0.0052499999999999995,-0.005249999999999999,-0.005250640189513496,0.002315096868526867,v2
added_exposure_down,70,5,0.3,-0.012296080218347459,-0.25821768458529665,0.005699999999999999,-0.26391768458529663,-0.2647831335202859,0.0,v2
