date,open,high,low,close,volume,amount,outstanding_share,turnover,symbol
2015-01-05,134.32,144.68,133.66,143.46,9451517.0,1875063168.0,1141998000.0,0.008276299082835522,600519
2015-01-06,141.67,143.49,138.85,140.14,5502001.0,1094977408.0,1141998000.0,0.0048178727108103515,600519
2015-01-07,138.87,141.32,134.58,136.67,5479784.0,1063925632.0,1141998000.0,0.004798418210890037,600519
2015-01-08,137.42,137.79,134.69,135.84,4052530.0,777874688.0,1141998000.0,0.0035486314336802692,600519
2015-01-09,134.87,138.68,134.67,134.81,5398220.0,1039955136.0,1141998000.0,0.0047269960192574765,600519
2015-01-12,134.59,136.42,130.67,132.06,4991459.0,934643392.0,1141998000.0,0.004370812383209077,600519
2015-01-13,132.47,133.56,130.77,130.96,3670808.0,683429632.0,1141998000.0,0.0032143734052073646,600519
2015-01-14,131.05,132.11,128.13,129.76,5240344.0,965036160.0,1141998000.0,0.004588750593258482,600519
2015-01-15,130.26,132.04,129.26,131.81,4858552.0,895503104.0,1141998000.0,0.00425443126870625,600519
2015-01-16,131.9,133.17,131.74,131.83,3997806.0,746304320.0,1141998000.0,0.0035007119101784765,600519
2015-01-19,128.21,129.77,121.46,124.3,6467937.0,1151544320.0,1141998000.0,0.005663702563402037,600519
2015-01-20,124.69,127.86,122.55,126.15,6102274.0,1086018432.0,1141998000.0,0.0053435067311851684,600519
2015-01-21,126.28,129.56,125.52,129.18,5267474.0,950750400.0,1141998000.0,0.004612507202289321,600519
2015-01-22,129.19,130.59,127.51,128.38,3825481.0,696541248.0,1141998000.0,0.003349814097747982,600519
2015-01-23,127.59,129.83,127.58,128.23,3308455.0,600627328.0,1141998000.0,0.0028970760018844164,600519
2015-01-26,128.71,129.99,128.25,129.49,3564906.0,650642112.0,1141998000.0,0.0031216394424508622,600519
2015-01-27,129.5,129.5,126.09,127.58,4188362.0,755025856.0,1141998000.0,0.003667573848640716,600519
2015-01-28,126.8,127.79,125.59,125.71,3068066.0,547979136.0,1141998000.0,0.0026865773845488345,600519
2015-01-29,124.81,126.09,123.96,124.78,3249254.0,571553408.0,1141998000.0,0.002845236156280484,600519
