baseline_name,candidate_name,stock_count,avg_annual_return_diff,median_annual_return_diff,annual_return_win_rate,avg_sharpe_diff,median_sharpe_diff,sharpe_win_rate,avg_drawdown_diff,drawdown_win_rate,avg_calmar_diff,avg_excess_return_diff,avg_exposure_diff,avg_trade_count_diff,avg_turnover_diff,avg_transaction_cost_diff,avg_partial_position_rate_diff,comparison_name
recent_exit_and_slope,recent_exit_only,5,-0.003801979286804791,-0.005458713246568769,0.2,-0.013192036949609853,-0.023213570556453962,0.2,-0.01086245992364585,0.2,-0.017275976833644312,-0.003801979286804791,0.015068573155683251,40.4,11.999999999999998,0.006,0.05022857718561073,remove_slope_with_recent_exit
recent_exit_and_slope,slope_only,5,-0.00011835836442481984,-8.582435084059092e-05,0.4,0.00837323467056172,0.0011296658589369114,0.6,-0.014244127838778509,0.2,-0.027387248136588244,-0.00011835836442481984,0.021092307307728174,47.2,10.439999999999998,0.005220000000000001,0.07030769102576048,remove_recent_exit_with_slope
recent_exit_and_slope,base_only,5,-0.0002193450916687656,-0.0001175038972713871,0.4,0.0029810401864800154,-0.005635813285837843,0.4,-0.016013243710417457,0.2,-0.012834265916975122,-0.0002193450916687656,0.048616151676775576,106.6,27.480000000000008,0.013739999999999999,0.16205383892258524,remove_both_conditions
recent_exit_only,base_only,5,0.0035826341951360253,0.0020452243219171162,0.6,0.01617307713608987,0.007662152852268234,0.6,-0.005150783786771607,0.2,0.004441710916669189,0.0035826341951360253,0.033547578521092324,66.2,15.480000000000008,0.0077399999999999995,0.11182526173697452,remove_recent_exit_without_slope
slope_only,base_only,5,-0.00010098672724394575,-0.001855335429815419,0.4,-0.005392194484081703,-0.009212128374568751,0.4,-0.0017691158716389489,0.4,0.014552982219613122,-0.00010098672724394575,0.027523844369047402,59.4,17.04000000000001,0.008519999999999998,0.09174614789682477,remove_slope_without_recent_exit
