experiment_name,partial_signal_days,partial_position_days,partial_position_rate,partial_entry_count,avg_days_since_exit,avg_fast_ma_slope,partial_day_avg_asset_return,partial_day_positive_rate,partial_day_net_return_sum,net_return_per_signal_day,net_return_per_entry,total_turnover,transaction_cost_sum
recent_exit_and_slope,375,375,0.04491017964071856,120,11.56,0.009749131678923854,0.0014144844448967507,0.496,0.1411295000508844,0.00037634533346902506,0.0011760791670907033,299.7,0.14984999999999998
recent_exit_only,796,796,0.09532934131736527,222,9.96859296482412,-0.0007800274833042478,0.00029354430972834694,0.47361809045226133,0.03679838116312922,4.6229122064232685e-05,0.00016575847370778926,359.7,0.17984999999999998
slope_only,962,962,0.11520958083832335,269,32.53534303534303,0.011609674509924416,0.0008410931498609418,0.4688149688149688,0.2023894830498678,0.0002103840780144156,0.0007523772604084305,351.9,0.17595
base_only,1730,1730,0.20718562874251498,424,29.149132947976877,0.002225296518458986,0.0004941451424403211,0.45895953757225433,0.19146132892652656,0.00011067128839683617,0.00045155973803426074,437.1,0.21855
