symbol,start_date,end_date,trade_days,strategy_cumulative_return,strategy_annual_return,strategy_annual_volatility,strategy_sharpe,strategy_max_drawdown,strategy_calmar,benchmark_cumulative_return,benchmark_annual_return,benchmark_annual_volatility,benchmark_sharpe,benchmark_max_drawdown,benchmark_calmar,excess_annual_return,sharpe_diff,drawdown_improvement,exposure,buy_count,sell_count,total_trade_count,total_transaction_cost,strategy_name,signal_version,fast_window,slow_window,rebound_window,partial_position,rebound_return_threshold,volatility_window,fast_ma_slope_window,max_days_since_exit,rebound_score_threshold,full_position_rate,partial_position_rate,cash_rate,partial_signal_rate,partial_entry_count,partial_exit_count,total_turnover,avg_rebound_score_at_partial_signal,avg_days_since_exit_at_partial_signal,avg_fast_ma_slope_at_partial_signal,strategy_variant,use_recent_exit_condition,use_rebound_score_condition,use_fast_ma_slope_condition,experiment_name
300750,2018-08-07,2026-07-10,1921,6.716630229917685,0.30741737390127755,0.35718503429015935,0.9264237638003398,-0.37855999080793656,0.8120704283756351,8.763717805151126,0.34840198506893794,0.4491067907949694,0.8880993884921491,-0.6287827461607955,0.5540896075730468,-0.04098461116766039,0.03832437530819066,0.250222755352859,0.5894846434148882,85,62,147,0.0382,graded_v2,v2,10,40,5,0.3,0.0,20,3,20,1.0,0.5585632483081728,0.10307131702238417,0.338365434669443,0.10307131702238417,57,57,76.4,0.798529007749293,32.13131313131313,0.012791853311535336,v2_no_recent_exit_no_rebound_score,False,False,True,slope_only
600519,2015-03-09,2026-07-10,2758,2.6844993485737456,0.1265496016546892,0.21766177137373793,0.6558100146000679,-0.5523764986613915,0.2291002639709777,8.264088567694346,0.22556768826453655,0.29736508925824157,0.8322036298588344,-0.47528006645264,0.4745995133945168,-0.09901808660984734,-0.1763936152587665,-0.07709643220875151,0.6028281363306744,125,92,217,0.056999999999999995,graded_v2,v2,10,40,5,0.3,0.0,20,3,20,1.0,0.5710659898477157,0.10587382160986222,0.323060188542422,0.1062364031907179,83,83,114.0,0.7596906089691734,28.12627986348123,0.008576904664387236,v2_no_recent_exit_no_rebound_score,False,False,True,slope_only
600036,2015-03-09,2026-07-10,2753,0.4390837391830009,0.03388121865732052,0.20663758461569487,0.26401460387140535,-0.354731538500046,0.09551228176830442,3.2148571428571904,0.14074990091847073,0.28289750369343114,0.6063145324260087,-0.5093405356740928,0.2763375208929594,-0.1068686822611502,-0.3422999285546034,0.15460899717404675,0.5903741373047584,131,94,225,0.05915,graded_v2,v2,10,40,5,0.3,0.0,20,3,20,1.0,0.5543043952052307,0.12023247366509263,0.32546313112967673,0.12059571376679985,87,86,118.3,0.8402273330652775,24.801223241590215,0.009356079291351358,v2_no_recent_exit_no_rebound_score,False,False,True,slope_only
000001,2015-03-09,2026-07-10,2758,0.19756569111365008,0.016609713345481003,0.22038556976912574,0.18429141664069978,-0.5108469577733583,0.03251406921923972,0.5188953488372157,0.03893003382437543,0.3032388138127958,0.2769875860752374,-0.6231380337636545,0.06247417380262319,-0.02232032047889443,-0.0926961694345376,0.1122910759902962,0.5344815083393764,125,89,214,0.054,graded_v2,v2,10,40,5,0.3,0.0,20,3,20,1.0,0.5010877447425671,0.1113125453226976,0.3875997099347353,0.1116751269035533,86,86,107.99999999999999,0.9076994036946803,34.19736842105263,0.008736866967832145,v2_no_recent_exit_no_rebound_score,False,False,True,slope_only
000002,2015-03-09,2026-07-10,2623,-0.6391228359980659,-0.09327810734836361,0.2811809482621161,-0.20907998727483634,-0.8450712674957296,-0.11037898333093543,-0.6160493827160478,-0.0878631423548345,0.38922452492585335,-0.04381026406909734,-0.9050836550836547,-0.09707737164551217,-0.005414964993529114,-0.16526972320573902,0.06001238758792515,0.46210446054136484,128,94,222,0.0587,graded_v2,v2,10,40,5,0.3,0.0,20,3,20,1.0,0.4269919939001144,0.11704155547083492,0.4559664506290507,0.11742279832253145,85,85,117.4,0.854468524107817,32.51973684210526,0.013105118757990988,v2_no_recent_exit_no_rebound_score,False,False,True,slope_only
300750,2018-08-07,2026-07-10,1921,7.725222546165021,0.3286562656490828,0.35888740346951,0.9686872481042954,-0.35975610705390604,0.9135529854948001,8.763717805151126,0.34840198506893794,0.4491067907949694,0.8880993884921491,-0.6287827461607955,0.5540896075730468,-0.019745719419855146,0.08058785961214632,0.2690266391068895,0.6136907860489329,107,87,194,0.0442,graded_v2,v2,10,40,5,0.3,0.0,20,3,20,1.0,0.5585632483081728,0.18375845913586675,0.2576782925559604,0.18375845913586675,84,84,88.39999999999999,0.7176038207461384,29.073654390934845,0.001984963970719557,v2_no_recent_exit_no_rebound_score_no_fast_ma_slope,False,False,False,base_only
600519,2015-03-09,2026-07-10,2758,2.6989208609797797,0.12695177925374623,0.2192973769111835,0.654170582278252,-0.5469137483253318,0.2321239494206844,8.264088567694346,0.22556768826453655,0.29736508925824157,0.8322036298588344,-0.47528006645264,0.4745995133945168,-0.09861590901079031,-0.17803304758058247,-0.07163368187269181,0.6283901377810007,169,136,305,0.069,graded_v2,v2,10,40,5,0.3,0.0,20,3,20,1.0,0.5710659898477157,0.19108049311094996,0.2378535170413343,0.19144307469180566,131,131,138.0,0.6814500287592117,25.160984848484848,0.00125920995284381,v2_no_recent_exit_no_rebound_score_no_fast_ma_slope,False,False,False,base_only
600036,2015-03-09,2026-07-10,2753,0.4605808379716829,0.03528542126906453,0.2077917841132858,0.2702298821162733,-0.34578850382369763,0.10204336141566758,3.2148571428571904,0.14074990091847073,0.28289750369343114,0.6063145324260087,-0.5093405356740928,0.2763375208929594,-0.1054644796494062,-0.33608465030973544,0.16355203185039513,0.6156556483835816,171,135,306,0.07024999999999999,graded_v2,v2,10,40,5,0.3,0.0,20,3,20,1.0,0.5543043952052307,0.20450417726116962,0.2411914275335997,0.20486741736287686,131,130,140.5,0.7439510917588005,21.870967741935484,0.0023615634341545566,v2_no_recent_exit_no_rebound_score_no_fast_ma_slope,False,False,False,base_only
000001,2015-03-09,2026-07-10,2758,0.1183681739637823,0.010274102266331298,0.2219064540271663,0.15637231586953235,-0.5142254148041788,0.019979763680571406,0.5188953488372157,0.03893003382437543,0.3032388138127958,0.2769875860752374,-0.6231380337636545,0.06247417380262319,-0.028655931558044134,-0.12061527020570503,0.10891261895947568,0.558411892675852,170,134,304,0.06705,graded_v2,v2,10,40,5,0.3,0.0,20,3,20,1.0,0.5010877447425671,0.19108049311094996,0.30783176214648295,0.19144307469180566,133,132,134.1,0.7800629852635976,31.27151051625239,0.0014494124086712435,v2_no_recent_exit_no_rebound_score_no_fast_ma_slope,False,False,False,base_only
000002,2015-03-09,2026-07-10,2623,-0.6792360330332254,-0.10348477621425034,0.28298980208897945,-0.24594253037023178,-0.863051956735001,-0.11990561565463805,-0.6160493827160478,-0.0878631423548345,0.38922452492585335,-0.04381026406909734,-0.9050836550836547,-0.09707737164551217,-0.01562163385941584,-0.20213226630113446,0.04203169834865372,0.49138391155165834,187,153,340,0.0764,graded_v2,v2,10,40,5,0.3,0.0,20,3,20,1.0,0.4269919939001144,0.2146397255051468,0.35836828059473885,0.2150209683568433,144,144,152.8,0.716034637399331,29.299820466786354,0.002594783047650721,v2_no_recent_exit_no_rebound_score_no_fast_ma_slope,False,False,False,base_only
