symbol,start_date,end_date,trading_days,cumulative_return,annual_return,annual_volatility,max_drawdown,sharpe_ratio,max_drawdown_start_date,max_drawdown_end_date,max_drawdown_start_value,max_drawdown_end_value
300750,2018-06-11,2026-07-10,1961,17.780829294560974,0.45773914735893917,0.4642087807459428,-0.6287827461607962,0.9860630956256202,2021-12-02,2024-01-30,19.07592891760901,7.081313947226673
600519,2015-01-05,2026-07-10,2798,7.3994144709326335,0.21127253401986512,0.29719610471675734,-0.4752800664526414,0.7108859459016744,2021-02-10,2026-06-26,15.524536456154976,8.146033737627185
600036,2015-01-05,2026-07-10,2793,2.5529865125240945,0.12118586614391091,0.28424129948229987,-0.509340535674094,0.42634855091301516,2021-05-26,2022-10-31,4.280346820809256,2.1001926782273643
1,2015-01-05,2026-07-10,2798,0.2759462759462685,0.022190224499912814,0.30415718091998284,-0.623138033763655,0.07295643796011701,2021-05-26,2023-12-20,2.4590964590964566,0.9267399267399243
2,2015-01-05,2026-07-10,2663,-0.6926877470355719,-0.10564564919116481,0.39035903537433275,-0.9050836550836548,-0.2706371304813182,2018-01-24,2026-06-25,3.0711462450592943,0.29150197628458624
