date,symbol,asset_return_binary,position_binary,position_change_binary,gross_strategy_return_binary,transaction_cost_binary,strategy_return_binary,slow_ma_binary,asset_return_graded,position_graded,position_change_graded,gross_strategy_return_graded,transaction_cost_graded,strategy_return_graded,slow_ma_graded,asset_return,position_increment,incremental_gross_return,incremental_transaction_cost,incremental_net_return,incremental_log_return,incremental_state
2018-01-30,000001,-0.0057088487155091405,1.0,0.0,-0.0057088487155091405,0.0,-0.0057088487155091405,10.375,-0.0057088487155091405,1.0,0.0,-0.0057088487155091405,0.0,-0.0057088487155091405,10.375,-0.0057088487155091405,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-01-31,000001,0.028708133971292016,1.0,0.0,0.028708133971292016,0.0,0.028708133971292016,10.38925,0.028708133971292016,1.0,0.0,0.028708133971292016,0.0,0.028708133971292016,10.38925,0.028708133971292016,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-02-01,000001,-0.0009302325581395099,1.0,0.0,-0.0009302325581395099,0.0,-0.0009302325581395099,10.4075,-0.0009302325581395099,1.0,0.0,-0.0009302325581395099,0.0,-0.0009302325581395099,10.4075,-0.0009302325581395099,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-02-02,000001,0.0009310986964619072,1.0,0.0,0.0009310986964619072,0.0,0.0009310986964619072,10.43075,0.0009310986964619072,1.0,0.0,0.0009310986964619072,0.0,0.0009310986964619072,10.43075,0.0009310986964619072,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-02-05,000001,0.035348837209302486,1.0,0.0,0.035348837209302486,0.0,0.035348837209302486,10.458499999999999,0.035348837209302486,1.0,0.0,0.035348837209302486,0.0,0.035348837209302486,10.458499999999999,0.035348837209302486,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-02-06,000001,-0.037735849056603765,1.0,0.0,-0.037735849056603765,0.0,-0.037735849056603765,10.468,-0.037735849056603765,1.0,0.0,-0.037735849056603765,0.0,-0.037735849056603765,10.468,-0.037735849056603765,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-02-07,000001,-0.07656395891690015,1.0,0.0,-0.07656395891690015,0.0,-0.07656395891690015,10.46625,-0.07656395891690015,1.0,0.0,-0.07656395891690015,0.0,-0.07656395891690015,10.46625,-0.07656395891690015,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-02-08,000001,-0.029322548028311468,1.0,0.0,-0.029322548028311468,0.0,-0.029322548028311468,10.455,-0.029322548028311468,1.0,0.0,-0.029322548028311468,0.0,-0.029322548028311468,10.455,-0.029322548028311468,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-02-09,000001,-0.06770833333333337,1.0,0.0,-0.06770833333333337,0.0,-0.06770833333333337,10.430000000000001,-0.06770833333333337,1.0,0.0,-0.06770833333333337,0.0,-0.06770833333333337,10.430000000000001,-0.06770833333333337,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-02-12,000001,0.0022346368715084886,0.0,-1.0,0.0,0.0005,-0.0005,10.411,0.0022346368715084886,0.0,-1.0,0.0,0.0005,-0.0005,10.411,0.0022346368715084886,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-02-13,000001,0.018952062430323213,0.0,0.0,0.0,0.0,0.0,10.3955,0.018952062430323213,0.0,0.0,0.0,0.0,0.0,10.3955,0.018952062430323213,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-02-14,000001,0.004376367614879584,0.0,0.0,0.0,0.0,0.0,10.370999999999999,0.004376367614879584,0.0,0.0,0.0,0.0,0.0,10.370999999999999,0.004376367614879584,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-02-22,000001,0.03812636165577343,0.0,0.0,0.0,0.0,0.0,10.355500000000001,0.03812636165577343,0.0,0.0,0.0,0.0,0.0,10.355500000000001,0.03812636165577343,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-02-23,000001,0.012591815320042166,0.0,0.0,0.0,0.0,0.0,10.33775,0.012591815320042166,0.0,0.0,0.0,0.0,0.0,10.33775,0.012591815320042166,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-02-26,000001,0.0010362694300518616,0.0,0.0,0.0,0.0,0.0,10.3205,0.0010362694300518616,0.0,0.0,0.0,0.0,0.0,10.3205,0.0010362694300518616,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-02-27,000001,-0.026915113871635588,0.0,0.0,-0.0,0.0,-0.0,10.302,-0.026915113871635588,0.3,0.3,-0.008074534161490676,0.00015,-0.008224534161490677,10.302,-0.026915113871635588,0.3,-0.008074534161490676,0.00015,-0.008224534161490677,-0.008258542237999421,added_exposure_down
2018-02-28,000001,-0.019148936170212738,0.0,0.0,-0.0,0.0,-0.0,10.27125,-0.019148936170212738,0.3,0.0,-0.005744680851063821,0.0,-0.005744680851063821,10.27125,-0.019148936170212738,0.3,-0.005744680851063821,0.0,-0.005744680851063821,-0.0057612449977237756,added_exposure_down
2018-03-01,000001,-0.0010845986984815426,0.0,0.0,-0.0,0.0,-0.0,10.24725,-0.0010845986984815426,0.0,-0.3,-0.0,0.00015,-0.00015,10.24725,-0.0010845986984815426,0.0,0.0,0.00015,-0.00015,-0.00015001125112512655,same_exposure
2018-03-02,000001,-0.007600434310532034,0.0,0.0,-0.0,0.0,-0.0,10.222999999999999,-0.007600434310532034,0.0,0.0,-0.0,0.0,-0.0,10.222999999999999,-0.007600434310532034,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-03-05,000001,-0.006564551422319487,0.0,0.0,-0.0,0.0,-0.0,10.195500000000001,-0.006564551422319487,0.0,0.0,-0.0,0.0,-0.0,10.195500000000001,-0.006564551422319487,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-03-06,000001,0.01982378854625555,0.0,0.0,0.0,0.0,0.0,10.165000000000001,0.01982378854625555,0.0,0.0,0.0,0.0,0.0,10.165000000000001,0.01982378854625555,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-03-07,000001,-0.004319654427645703,0.0,0.0,-0.0,0.0,-0.0,10.1405,-0.004319654427645703,0.0,0.0,-0.0,0.0,-0.0,10.1405,-0.004319654427645703,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-03-08,000001,0.005422993492407713,0.0,0.0,0.0,0.0,0.0,10.118750000000002,0.005422993492407713,0.0,0.0,0.0,0.0,0.0,10.118750000000002,0.005422993492407713,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-03-09,000001,-0.0021574973031283085,0.0,0.0,-0.0,0.0,-0.0,10.095500000000001,-0.0021574973031283085,0.0,0.0,-0.0,0.0,-0.0,10.095500000000001,-0.0021574973031283085,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-03-12,000001,-0.00432432432432428,0.0,0.0,-0.0,0.0,-0.0,10.07775,-0.00432432432432428,0.0,0.0,-0.0,0.0,-0.0,10.07775,-0.00432432432432428,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-03-13,000001,-0.0010857763300762269,0.0,0.0,-0.0,0.0,-0.0,10.057500000000001,-0.0010857763300762269,0.0,0.0,-0.0,0.0,-0.0,10.057500000000001,-0.0010857763300762269,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-03-14,000001,-0.008695652173913104,0.0,0.0,-0.0,0.0,-0.0,10.027750000000001,-0.008695652173913104,0.0,0.0,-0.0,0.0,-0.0,10.027750000000001,-0.008695652173913104,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-03-15,000001,-0.01754385964912264,0.0,0.0,-0.0,0.0,-0.0,9.9955,-0.01754385964912264,0.0,0.0,-0.0,0.0,-0.0,9.9955,-0.01754385964912264,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-03-16,000001,-0.005580357142857206,0.0,0.0,-0.0,0.0,-0.0,9.959,-0.005580357142857206,0.0,0.0,-0.0,0.0,-0.0,9.959,-0.005580357142857206,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-03-19,000001,0.015712682379349197,0.0,0.0,0.0,0.0,0.0,9.9135,0.015712682379349197,0.0,0.0,0.0,0.0,0.0,9.9135,0.015712682379349197,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-03-20,000001,-0.0011049723756907381,0.0,0.0,-0.0,0.0,-0.0,9.86775,-0.0011049723756907381,0.0,0.0,-0.0,0.0,-0.0,9.86775,-0.0011049723756907381,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-03-21,000001,0.007743362831858391,0.0,0.0,0.0,0.0,0.0,9.82325,0.007743362831858391,0.0,0.0,0.0,0.0,0.0,9.82325,0.007743362831858391,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-03-22,000001,-0.020856201975850697,0.0,0.0,-0.0,0.0,-0.0,9.764750000000001,-0.020856201975850697,0.0,0.0,-0.0,0.0,-0.0,9.764750000000001,-0.020856201975850697,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-03-23,000001,-0.026905829596412634,0.0,0.0,-0.0,0.0,-0.0,9.6985,-0.026905829596412634,0.0,0.0,-0.0,0.0,-0.0,9.6985,-0.026905829596412634,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-03-26,000001,-0.03686635944700467,0.0,0.0,-0.0,0.0,-0.0,9.63125,-0.03686635944700467,0.0,0.0,-0.0,0.0,-0.0,9.63125,-0.03686635944700467,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-03-27,000001,0.0011961722488038617,0.0,0.0,0.0,0.0,0.0,9.56025,0.0011961722488038617,0.0,0.0,0.0,0.0,0.0,9.56025,0.0011961722488038617,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-03-28,000001,-0.004778972520907865,0.0,0.0,-0.0,0.0,-0.0,9.4885,-0.004778972520907865,0.0,0.0,-0.0,0.0,-0.0,9.4885,-0.004778972520907865,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-03-29,000001,0.015606242496998934,0.0,0.0,0.0,0.0,0.0,9.42825,0.015606242496998934,0.0,0.0,0.0,0.0,0.0,9.42825,0.015606242496998934,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-03-30,000001,-0.014184397163120699,0.0,0.0,-0.0,0.0,-0.0,9.367999999999999,-0.014184397163120699,0.0,0.0,-0.0,0.0,-0.0,9.367999999999999,-0.014184397163120699,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-04-02,000001,-0.016786570743405393,0.0,0.0,-0.0,0.0,-0.0,9.31025,-0.016786570743405393,0.0,0.0,-0.0,0.0,-0.0,9.31025,-0.016786570743405393,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-04-03,000001,-0.014634146341463317,0.0,0.0,-0.0,0.0,-0.0,9.251000000000001,-0.014634146341463317,0.0,0.0,-0.0,0.0,-0.0,9.251000000000001,-0.014634146341463317,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-04-04,000001,0.02970297029702973,0.0,0.0,0.0,0.0,0.0,9.19025,0.02970297029702973,0.0,0.0,0.0,0.0,0.0,9.19025,0.02970297029702973,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-04-09,000001,0.013221153846153744,0.0,0.0,0.0,0.0,0.0,9.1325,0.013221153846153744,0.0,0.0,0.0,0.0,0.0,9.1325,0.013221153846153744,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-04-10,000001,0.03677342823250296,0.0,0.0,0.0,0.0,0.0,9.08225,0.03677342823250296,0.0,0.0,0.0,0.0,0.0,9.08225,0.03677342823250296,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-04-11,000001,0.035469107551487467,0.0,0.0,0.0,0.0,0.0,9.03025,0.035469107551487467,0.3,0.3,0.01064073226544624,0.00015,0.010490732265446239,9.03025,0.035469107551487467,0.3,0.01064073226544624,0.00015,0.010490732265446239,0.010436086384989187,added_exposure_up
2018-04-12,000001,-0.02541436464088398,0.0,0.0,-0.0,0.0,-0.0,8.983,-0.02541436464088398,0.3,0.0,-0.0076243093922651935,0.0,-0.0076243093922651935,8.983,-0.02541436464088398,0.3,-0.0076243093922651935,0.0,-0.0076243093922651935,-0.007653523023022073,added_exposure_down
2018-04-13,000001,0.00340136054421758,0.0,0.0,0.0,0.0,0.0,8.956999999999999,0.00340136054421758,0.3,0.0,0.001020408163265274,0.0,0.001020408163265274,8.956999999999999,0.00340136054421758,0.3,0.001020408163265274,0.0,0.001020408163265274,0.0010198879007454473,added_exposure_up
2018-04-16,000001,-0.04067796610169483,0.0,0.0,-0.0,0.0,-0.0,8.92925,-0.04067796610169483,0.3,0.0,-0.012203389830508449,0.0,-0.012203389830508449,8.92925,-0.04067796610169483,0.3,-0.012203389830508449,0.0,-0.012203389830508449,-0.012278462578715342,added_exposure_down
2018-04-17,000001,0.010600706713780994,0.0,0.0,0.0,0.0,0.0,8.919999999999998,0.010600706713780994,0.0,-0.3,0.0,0.00015,-0.00015,8.919999999999998,0.010600706713780994,0.0,0.0,0.00015,-0.00015,-0.00015001125112512655,same_exposure
2018-04-18,000001,0.025641025641025772,0.0,0.0,0.0,0.0,0.0,8.91575,0.025641025641025772,0.0,0.0,0.0,0.0,0.0,8.91575,0.025641025641025772,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-04-19,000001,-0.002272727272727426,0.0,0.0,-0.0,0.0,-0.0,8.90675,-0.002272727272727426,0.0,0.0,-0.0,0.0,-0.0,8.90675,-0.002272727272727426,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-04-20,000001,-0.010250569476081939,0.0,0.0,-0.0,0.0,-0.0,8.8945,-0.010250569476081939,0.0,0.0,-0.0,0.0,-0.0,8.8945,-0.010250569476081939,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-04-23,000001,0.018411967779056404,0.0,0.0,0.0,0.0,0.0,8.8775,0.018411967779056404,0.0,0.0,0.0,0.0,0.0,8.8775,0.018411967779056404,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-04-24,000001,0.025988700564971712,0.0,0.0,0.0,0.0,0.0,8.86325,0.025988700564971712,0.3,0.3,0.0077966101694915135,0.00015,0.007646610169491514,8.86325,0.025988700564971712,0.3,0.0077966101694915135,0.00015,0.007646610169491514,0.0076175230305221935,added_exposure_up
2018-04-25,000001,-0.01541850220264318,0.0,0.0,-0.0,0.0,-0.0,8.84525,-0.01541850220264318,0.3,0.0,-0.004625550660792954,0.0,-0.004625550660792954,8.84525,-0.01541850220264318,0.3,-0.004625550660792954,0.0,-0.004625550660792954,-0.004636281624113988,added_exposure_down
2018-04-26,000001,-0.02237136465324374,0.0,0.0,-0.0,0.0,-0.0,8.82875,-0.02237136465324374,0.3,0.0,-0.006711409395973122,0.0,-0.006711409395973122,8.82875,-0.02237136465324374,0.3,-0.006711409395973122,0.0,-0.006711409395973122,-0.006734032181344046,added_exposure_down
2018-04-27,000001,-0.05034324942791757,0.0,0.0,-0.0,0.0,-0.0,8.80575,-0.05034324942791757,0.0,-0.3,-0.0,0.00015,-0.00015,8.80575,-0.05034324942791757,0.0,0.0,0.00015,-0.00015,-0.00015001125112512655,same_exposure
2018-05-02,000001,0.0036144578313253017,0.0,0.0,0.0,0.0,0.0,8.783750000000001,0.0036144578313253017,0.0,0.0,0.0,0.0,0.0,8.783750000000001,0.0036144578313253017,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-05-03,000001,-0.012004801920768249,0.0,0.0,-0.0,0.0,-0.0,8.761,-0.012004801920768249,0.0,0.0,-0.0,0.0,-0.0,8.761,-0.012004801920768249,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-05-04,000001,-0.007290400972053468,0.0,0.0,-0.0,0.0,-0.0,8.738249999999999,-0.007290400972053468,0.0,0.0,-0.0,0.0,-0.0,8.738249999999999,-0.007290400972053468,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-05-07,000001,0.012239902080783294,0.0,0.0,0.0,0.0,0.0,8.7135,0.012239902080783294,0.0,0.0,0.0,0.0,0.0,8.7135,0.012239902080783294,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-05-08,000001,0.0193470374848852,0.0,0.0,0.0,0.0,0.0,8.69375,0.0193470374848852,0.0,0.0,0.0,0.0,0.0,8.69375,0.0193470374848852,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-05-09,000001,-0.00474495848161316,0.0,0.0,-0.0,0.0,-0.0,8.67175,-0.00474495848161316,0.0,0.0,-0.0,0.0,-0.0,8.67175,-0.00474495848161316,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-05-10,000001,0.004767580452920139,0.0,0.0,0.0,0.0,0.0,8.65125,0.004767580452920139,0.0,0.0,0.0,0.0,0.0,8.65125,0.004767580452920139,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-05-11,000001,0.0,0.0,0.0,0.0,0.0,0.0,8.63175,0.0,0.3,0.3,0.0,0.00015,-0.00015,8.63175,0.0,0.3,0.0,0.00015,-0.00015,-0.00015001125112512655,added_exposure_flat
2018-05-14,000001,0.01542111506524324,0.0,0.0,0.0,0.0,0.0,8.61575,0.01542111506524324,0.3,0.0,0.004626334519572972,0.0,0.004626334519572972,8.61575,0.01542111506524324,0.3,0.004626334519572972,0.0,0.004626334519572972,0.004615665925697895,added_exposure_up
2018-05-15,000001,-0.005841121495327228,0.0,0.0,-0.0,0.0,-0.0,8.6005,-0.005841121495327228,0.3,0.0,-0.0017523364485981685,0.0,-0.0017523364485981685,8.6005,-0.005841121495327228,0.3,-0.0017523364485981685,0.0,-0.0017523364485981685,-0.001753873586096559,added_exposure_down
2018-05-16,000001,-0.0199764982373678,0.0,0.0,-0.0,0.0,-0.0,8.585,-0.0199764982373678,0.3,0.0,-0.00599294947121034,0.0,-0.00599294947121034,8.585,-0.0199764982373678,0.3,-0.00599294947121034,0.0,-0.00599294947121034,-0.0060109792634053,added_exposure_down
2018-05-17,000001,-0.007194244604316613,0.0,0.0,-0.0,0.0,-0.0,8.56925,-0.007194244604316613,0.0,-0.3,-0.0,0.00015,-0.00015,8.56925,-0.007194244604316613,0.0,0.0,0.00015,-0.00015,-0.00015001125112512655,same_exposure
2018-05-18,000001,0.013285024154589431,0.0,0.0,0.0,0.0,0.0,8.55275,0.013285024154589431,0.0,0.0,0.0,0.0,0.0,8.55275,0.013285024154589431,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-05-21,000001,-0.0011918951132300348,0.0,0.0,-0.0,0.0,-0.0,8.53625,-0.0011918951132300348,0.0,0.0,-0.0,0.0,-0.0,8.53625,-0.0011918951132300348,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-05-22,000001,-0.00835322195704058,0.0,0.0,-0.0,0.0,-0.0,8.516250000000001,-0.00835322195704058,0.0,0.0,-0.0,0.0,-0.0,8.516250000000001,-0.00835322195704058,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-05-23,000001,-0.019253910950661868,0.0,0.0,-0.0,0.0,-0.0,8.497,-0.019253910950661868,0.0,0.0,-0.0,0.0,-0.0,8.497,-0.019253910950661868,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-05-24,000001,-0.0036809815950921143,0.0,0.0,-0.0,0.0,-0.0,8.483,-0.0036809815950921143,0.0,0.0,-0.0,0.0,-0.0,8.483,-0.0036809815950921143,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-05-25,000001,-0.0024630541871920597,0.0,0.0,-0.0,0.0,-0.0,8.4765,-0.0024630541871920597,0.0,0.0,-0.0,0.0,-0.0,8.4765,-0.0024630541871920597,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-05-28,000001,0.0,0.0,0.0,0.0,0.0,0.0,8.469750000000001,0.0,0.0,0.0,0.0,0.0,0.0,8.469750000000001,0.0,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-05-29,000001,-0.01975308641975304,0.0,0.0,-0.0,0.0,-0.0,8.459999999999999,-0.01975308641975304,0.0,0.0,-0.0,0.0,-0.0,8.459999999999999,-0.01975308641975304,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-05-30,000001,-0.028967254408060472,0.0,0.0,-0.0,0.0,-0.0,8.44125,-0.028967254408060472,0.0,0.0,-0.0,0.0,-0.0,8.44125,-0.028967254408060472,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-05-31,000001,0.01037613488975353,0.0,0.0,0.0,0.0,0.0,8.4275,0.01037613488975353,0.0,0.0,0.0,0.0,0.0,8.4275,0.01037613488975353,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-06-01,000001,0.0012836970474967568,0.0,0.0,0.0,0.0,0.0,8.4175,0.0012836970474967568,0.0,0.0,0.0,0.0,0.0,8.4175,0.0012836970474967568,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-06-04,000001,0.007692307692307665,0.0,0.0,0.0,0.0,0.0,8.412,0.007692307692307665,0.0,0.0,0.0,0.0,0.0,8.412,0.007692307692307665,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-06-05,000001,-0.0012722646310433516,0.0,0.0,-0.0,0.0,-0.0,8.40025,-0.0012722646310433516,0.0,0.0,-0.0,0.0,-0.0,8.40025,-0.0012722646310433516,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-06-06,000001,-0.01146496815286624,0.0,0.0,-0.0,0.0,-0.0,8.3835,-0.01146496815286624,0.0,0.0,-0.0,0.0,-0.0,8.3835,-0.01146496815286624,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-06-07,000001,0.023195876288659933,0.0,0.0,0.0,0.0,0.0,8.363499999999998,0.023195876288659933,0.0,0.0,0.0,0.0,0.0,8.363499999999998,0.023195876288659933,0.0,0.0,0.0,0.0,0.0,same_exposure
2018-06-08,000001,-0.02518891687657432,0.0,0.0,-0.0,0.0,-0.0,8.330749999999998,-0.02518891687657432,0.3,0.3,-0.0075566750629722955,0.00015,-0.007706675062972295,8.330749999999998,-0.02518891687657432,0.3,-0.0075566750629722955,0.00015,-0.007706675062972295,-0.00773652494435935,added_exposure_down
2018-06-11,000001,-0.007751937984496138,0.0,0.0,-0.0,0.0,-0.0,8.302249999999999,-0.007751937984496138,0.0,-0.3,-0.0,0.00015,-0.00015,8.302249999999999,-0.007751937984496138,0.0,0.0,0.00015,-0.00015,-0.00015001125112512655,same_exposure
