stock_count,avg_annual_return_improvement,median_annual_return_improvement,annual_return_win_rate,avg_sharpe_improvement,median_sharpe_improvement,sharpe_win_rate,avg_calmar_improvement,calmar_win_rate,avg_drawdown_improvement,drawdown_win_rate,avg_excess_return_improvement,excess_return_win_rate,avg_exposure_change,avg_trade_count_change,avg_turnover_change,avg_transaction_cost_change
5,0.0006087843941965821,0.0015477740405824836,0.6,0.013464685242557678,0.016206255445270545,0.8,-0.011543348553191331,0.8,-0.00572574134670587,0.2,0.0006087843941965821,0.6,0.0549262000586309,147.8,37.5,0.018749999999999996
